微博id,微博正文,发布时间,点赞数,转发数,评论数
NozVOAx0o,OPPO Find N3 折叠屏新机正在发布中，这次换用了大屏方案，还依然带来了 5.8mm 轻薄手感和 239g 超轻机身，内外屏均能达到 2800nit 动态峰值亮度，效果不错。折叠次数也再次刷新纪录，通过了德国莱茵TUV折叠无忧认证，折叠次数能超过 100 万次。影像方面也有很大提升，用上了全新的折叠像素传感器，...全文 [组图共9张] 原图 ,2023-10-19 15:37,208,41,160
NoyjA4X91,新出了一个 魅族 20 Classic ，背后多了一个大 LOGO，还有更大的 16G 内存。感觉有 LOGO 的更好看了，大家觉得咋样？  原图 ,2023-10-19 11:30,248,79,192
NoydinZW1,看样子镜头又有新突破，很值得期待。  原图 ,2023-10-19 11:15,241,73,172
NossGve6l,魏牌 高山 这价格有点狠，33.58万元起，还有一些上市权益优惠。四驱尊贵版 33.58W四驱旗舰版 37.58W行政加长款 40.58W（车长5米4，还有星空顶  [组图共9张] 原图 ,2023-10-18 20:36,254,75,177
Nosm0drHo,应对广告法的另一种方式，首屈一指。  原图 ,2023-10-18 20:20,250,74,163
NorWnjyvu,#4090禁售#我这有一块，就绝版了？有点离谱。  原图 ,2023-10-18 19:16,366,77,204
NorUtCCbo,魏牌 高山MPV 上市发布会，门口布置了几台车，有一台把第二排靠前，第三排放平，直接铺了一张床，有点意思，相当于带着床出门了。。还有可以伸缩到车外的座椅，方便腿脚不好的长辈上下车，这个配置够贴心。（图里@大泽科技SHOW 乘坐测试）。[666] 广州·广州长隆欢乐世界  显示地图 [组图共9张] 原图 ,2023-10-18 19:12,231,78,162
NorPyql9r,#4090禁售# 不能是真的吧？  [组图共2张] 原图 ,2023-10-18 19:00,329,88,215
NorMN6Gc4,开着小鹏G6去广州参加活动，NGP 十分好用，通过语音指令就能让车辆自动变道，轻轻松松抵达目的地。简单和大家分享一下，这一路上都能用到小鹏的哪些实用功能。 科技小辛的微博视频  ,2023-10-18 18:53,298,93,170
Nor4Qkqgn,深圳离广州这么近，竟然第一次来长隆，酒店大堂就能看到老虎（应该是吧。今天魏牌 MPV 高山上市发布会，看看价格怎么样，应该有惊喜吧。  [组图共6张] 原图 ,2023-10-18 17:05,229,72,165
Nor1oze7T,长安Lumin 301km蜜沁款 快充车型 今天正式上市了，卖 6.19 万现在购买 Lumin 快充车型，可以送个2000多的原装充电桩，还包含30米无障碍施工安装服务费，另外还能享受订金 520 元抵 2000 元车款的优惠。算下来 6 万出头，就能拿下它。这次长安Lumin 301km蜜沁款最大亮点就是加上了快充，用的是300V...全文 [组图共6张] 原图 ,2023-10-18 16:56,190,22,162
NoqCpmKuI,比较好奇，大家 #买手机看品牌还是看参数# ？ 大家 #买手机看品牌还是看参数# ？  ,2023-10-18 15:55,1549,76,196
NopoLEGkz,昨天晚上，苹果发布了新款 Apple Pencil（USB-C） 触控笔，但并不是第三代产品，而是比一代、二代还更低一级别的入门款。造型上采用了二代笔的外观，可以吸附到 iPad 侧边，但不支持磁吸充电，需要打开触控笔末端的盖子，才能使用 USB-C 数据线为它充电。好在盖子改成了滑动式，不像一代那么怕丢了。...全文 [组图共4张] 原图 ,2023-10-18 12:48,226,78,176
Nopf66Cvp,UIBI 柚比 65W 智充集装箱 #TECHMAN图赏# UIBI 前段时间推出了一款集装箱造型的 65W 氮化镓桌面充电器，包装和产品都是集装箱风格，感觉很酷，颜值挺在线的。它配备了一个五孔 AC 插座口，两个 USB-C 口，一个 USB 大口，一般情况下，可以完全满足你的充电需求，比较高效。UIBI柚比65W氮化镓插线板快充桌面插排拖线板USB多功能插座充电器  [组图共9张] 原图 ,2023-10-18 12:24,223,33,167
Nop5oeRcz,#苹果承认iPhone15存在烧屏问题# iPhone 15 Pro 系列的这个问题，不算烧屏，应该叫做 图像烙印、图像残留、图像重影 等。最新推送的 iOS 17.1 RC 系统，就修复了这个问题，看来是软件算法 BUG 导致的。  原图 ,2023-10-18 12:00,270,77,187
NooONlIhO,看过我之前那期华为 MatePad Pro 13.2 英寸体验视频的朋友，应该都记得这块儿 13.2 英寸的大屏。它用起来是真的很爽，如果你平常有绘画笔记的需求，那这个巨屏肯定能让你拥有更广阔的创作空间。柔性OLED屏的整体素质很高，平常拿来刷剧看电影进行影音娱乐，或是办公学习、审阅文稿，它都很合适。机身的...全文 [组图共4张] 原图 ,2023-10-18 11:20,239,79,166
NojHvuLWR,给小鹏G6 奶上800V超快充，最高功率237kW，爽。32分钟，从10%左右，充到90%，增加439公里。[666]  [组图共3张] 原图 ,2023-10-17 22:18,265,79,168
NoitE7UTf,收到了一个特别的礼物，是我非常喜欢的一款没上市的车，魏牌 - 圆梦。2021年在成都车展亮相，当时叫复古潮驾，和主流新能源车设计语言完全不一样，走复古的风格，当时第一眼看到我就非常喜欢。后来官方命名为圆梦。通过车模可以看的出来，圆梦也是新能源车型，车模引擎盖可以打开，里面有发动机，...全文 ,2023-10-17 19:11,231,84,173
NoibsehyU,我的 阿维塔11 断断续续开了好几个月，太喜欢这台车，太喜欢红色了。最近阿维塔给老车主升级到鸿蒙版系统了，依然是非常丝滑，非常流畅，非常好用，简单带大家感受一下。还有城区NCA也很好用，日常通勤，上下班，我都会用辅助驾驶，很方便。 科技小辛的微博视频  ,2023-10-17 18:26,348,429,229
NogDQqEjW,问：#身份证会被手机消磁吗# ？答：不会，二代身份证里没有磁条，是靠芯片的。（截图来自答案如下）  原图 ,2023-10-17 14:31,243,92,172
Nog0QnLDX,vivo 的自研系统也在路上，接下来除了发布 OriginOS 4 ，vivo 自研操作系统也会同时发布。  原图 ,2023-10-17 12:55,366,75,205
NofB66NGi,#iPhone15Pro被曝生产成本523美元# 最近，日本 Fomalhaut Techno Solutions 对iPhone 15 Pro 系列进行了拆解，并认为 iPhone 15 Pro Max 的屏幕成本比前代高出 10%，钛金属边框成本高出 43% 。此外，A17 Pro 芯片的成本比 A16 Bionic 贵了 27% ；而长焦相机及其四棱镜模组的价格也比其前代高出 3.8 倍...全文 [组图共2张] 原图 ,2023-10-17 11:51,240,75,174
NofjYduqM,#小米澎湃OS# 要来了。小米 14 系列，会是第一批搭载小米澎湃OS新系统的手机，雷总说已经交付工厂，正式开始生产。从这一刻起，小米澎湃OS 会逐步接替 MIUI 。  原图 ,2023-10-17 11:09,295,78,213
NoapOo4VT,转评赞这条微博，抽2个#辛运鹅# 送同款徕芬新品电动牙刷徕芬酝酿许久的扫振一体电动牙刷新品总算来了，¥299 起售。价格感觉还蛮惊喜的，尤其是刷头的价格，绝对可以称得上良心。徕芬电动牙刷的包装酷似苹果，盒子封条以及内部布局都果味儿十足。刷柄本体部分，设计的很简洁很圆润，整个刷柄上只有一...全文 [组图共11张] 原图 ,2023-10-16 22:40,996,1105,1040
No9DRwOf2,徕芬扫振电动牙刷正式发布，¥299 起。塑料 ¥299，铝合金 ¥399，不锈钢 ¥499刷头仅需 ¥9.9 ，应该是目前原装刷头最便宜的电动牙刷了。  [组图共9张] 原图 ,2023-10-16 20:41,321,76,236
No9pX0A8L,五菱科技进化日，公布了五菱宏光MINI EV 的销量，惊人的115万台，太狠了。还发布了全球首创的电磁式DHT 混动技术以及神炼电池，接下来会搭载在新的五菱星光上使用。五菱星光 定位A级家用轿车，车长4.83米，大空间，低油耗，馈电能耗3.98L，有点意思。如果价格在10万左右，应该会成为新的爆款车型...全文 [组图共6张] 原图 ,2023-10-16 20:07,309,78,183
No8PwyGaQ,华为 Mate60 系列和 Mate X5 折叠屏的用户们，可以在手机负一屏点击「火车票、机票、酒店」这三个图标进入同程小程序，免费领取同程旅行白金会员。写的是仅限前 1000 名，好像知道的人不是太多，或许还能领到，试试看。同程白金会员可以享受 6 次高铁贵宾厅 / 2 次机场贵宾厅 / 2 次机场快速安检通道...全文 [组图共2张] 原图 ,2023-10-16 18:37,226,73,171
No86RpQzw,大家还记得 #有哪些印象深刻的手机代言人# ？感觉很多人只记着近期的华为 × 刘德华，我说个特别经典的，那就是步步高 × 宋慧乔，大家应该都看过那个广告吧。  [组图共4张] 原图 ,2023-10-16 16:47,421,84,254
No7L51036,雷总劝大家别着急。有多少人急着换小米 14 系列？评论区举个爪瞅一瞅。#雷军 别着急这次产品很很很强#  [组图共2张] 原图 ,2023-10-16 15:54,334,76,233
No7yhAXMR,百度知道我裂开了！！！  原图 ,2023-10-16 15:22,313,75,197
No7cLdW8O,#华为 谢霆锋# 直冲热搜第一。不得不说，是真帅啊。#谢霆锋为何这么拼# #谢霆锋的回旋踢也太帅了#  原图 ,2023-10-16 14:29,353,81,175
No7bHnuXK,据说 iPhone 15 系列开放 EPP 了，好多人去找代购，付些手续费可以 8.5 折入手。  [组图共2张] 原图 ,2023-10-16 14:27,275,75,179
No6ct96wx,看样子，十月二十五日 - 二十六日，骁龙 8 Gen 3 就要来了，大家觉得谁会是真首发？  原图 ,2023-10-16 11:56,253,77,181
No5PGFKeM,华为Mate60系列开售有段时间了，这期间为了验证全新玄武架构的可靠性，各家媒体都使出了浑身解数。并且恰逢 iPhone15 系列同期发布，大家都爱拿这两款产品进行对比测试，什么 跌落、防刮、泡水、汽车碾压、砸钉子，甚至连枪击测试都搬出来了，可以说是 #Mate60和iPhone15十大酷刑来了# 。 这次Mate60...全文 [组图共9张] 原图 ,2023-10-16 11:00,263,82,179
NnZpTsjdk,深蓝S7 增程版推出了超级增程技术，有几个核心亮点：1）发电效率更高，官方1升油可以发电3.3度。2）馈电油耗更低，实测百公里4.6L左右。3）增程器启停几乎无感， 完全就是一台纯电车的体验。这几天实测，满电WLTP 185公里，开了171公里，还剩30公里，达成率很高。百公里电耗14.1kWh左右。馈电油...全文 ,2023-10-15 18:40,1522,300,448
NnYZwelg1,越来越多的用户选择新能源出行方式，相比纯电，增程车可以更好的解决里程焦虑和低用车成本优势。所以开增程车到底能省下多少钱呢？今天来给大家算一比账，零跑C01超级增程的纯电续航300+km，一周通勤、短途用车都可以用纯电，一年顶多两到三次长途用油。以一年2万公里计算，电费按照1.1元/度电费公...全文 [组图共2张] 原图 ,2023-10-15 17:35,251,74,183
NnPnTEf3v,今天开小鹏G6 橙色在地库看不太亮眼，户外比较好看一些，白色内饰是明确的选择，我喜欢干干净净，车里也会显得亮堂。（家里有小朋友或者宠物经常上车话，可以慎重一点。双高功率带风冷的无线充电，所有新车都应该标配。支持很多手机，随便都能上50W功率。手机放上去开车二十分钟，差不多就能充满了...全文 [组图共4张] 原图 ,2023-10-14 17:07,254,155,179
NnMihDaXr,来店里给我的问界M5 做保养，免费首保。交付中心全是即将交付的新问界M7。而且 M7 可以选配后排小桌板，有点羡慕了。 深圳·AITO问界超级体验中心·深圳布龙路  显示地图 [组图共3张] 原图 ,2023-10-14 09:15,376,80,195
NnHd4FHf2,每次拿到新手机，不仅感慨，国内手机太卷了。[666]  ,2023-10-13 20:19,310,70,179
NnGuTyCzw,小米智能家庭面板 终于来了，我相信这是绝大多数米家智能家居产品用户，都非常想要的一款产品，大家都等了太久了。这期视频就来简单和大家分享一下它的安装过程和试用感受。 科技小辛的微博视频  ,2023-10-13 18:30,406,134,192
NnFVSwvdv,WEEE 论坛数据显示，全球每年被扔掉的充电头和其它电子垃圾重量高达 900 万吨。大家有扔过充电头吗？  [组图共2张] 原图 ,2023-10-13 17:03,262,77,193
NnEWkBP97,Onleaks 放出了 小米 14 Pro 的第三方渲染图，感觉咋样？  [组图共2张] 原图 ,2023-10-13 14:32,326,79,272
NnDVZzG9m,很猛啊，Redmi 新出了一款显示器，499 元，有 100Hz 高刷，IPS 屏，还配了 DP 接口 ……  [组图共8张] 原图 ,2023-10-13 11:58,397,91,229
NnDBSySEc,米家空气炸锅又出了一个「米家智能空气炸锅6.5L嫩烤版」，这回是黑色外壳，卖 ¥499。  [组图共9张] 原图 ,2023-10-13 11:09,226,82,177
NnyQwfuXu,新岚图梦想家上市了，这么大的MPV，起步价33.99W，只能说，如今MPV市场也太卷了。其实价格和之前没多少变化，这次改款增程版换了新的发动机，电池更大，纯电续航提升到CLTC 236公里，综合续航CLTC 1231公里舒适度方面，前排多了座椅按摩，二排有电动滑轨，方便调节位置，三排靠背可以角度调节。...全文 [组图共4张] 原图 ,2023-10-12 23:01,232,77,169
Nnyu564zS,智己LS6 正式上市了，价格和配置都有惊喜，上市权益价 21.49万起，顶配27.69万。上市权益价标准版，后驱/560公里/5.9s，价格：21.49W 长续航版，后驱/680公里/5.9s，价格：23.49W超长续航，后驱/760公里/5.5s，价格：25.89W性能版，四驱/702公里/3.48s，价格：27.69W综合来看，长续航和超长续...全文 [组图共4张] 原图 ,2023-10-12 22:06,211,56,165
NnxJXDsfI,荣耀 Magic Vs2 发布了，¥6999 起售，这下荣耀就有三款折叠屏可以选择了。荣耀在 7 ~ 8 月连续两个月成为折叠屏市场单品份额 Top 1，势头还是很猛的。这回新发布的 Magic Vs2 用上了镁合金，整机重量仅 229g 。  [组图共9张] 原图 ,2023-10-12 20:12,223,75,170
NnxIX3gn1,今年#荣耀连发3款折叠屏抢占高端用户#，每一款都是轻薄设计，具体应该怎么选，这期视频逐个解读分析一下。荣耀MagicV2极致轻薄，体验更全面，高端商务属性更强一些。荣耀V Purse轻薄百搭，适合追求新潮科技的用户。综合来看新发布的#荣耀Magic Vs2#性价比更高，体验上不打折扣，价格更亲民。把大...全文 ,2023-10-12 20:10,1919,250,159
Nnx4PkvtS,iPhone 15 Pro 专用 MagSafe 精织斜纹保护壳 - 海蓝色iPhone 15 Plus 专用 MagSafe 硅胶保护壳 - 黑色iPhone 专用 MagSafe 精织斜纹卡包 - 桑葚色#TECHMAN图赏# 我个人还是蛮喜欢这款精织斜纹保护壳的，感觉手感不错，也相对比较轻便，但不是很耐脏，有舍有得吧，今年没有了皮革保护套，有些喜欢...全文 [组图共9张] 原图 ,2023-10-12 18:31,237,79,176
Nnwpti7A6,华为 WATCH 非凡大师 智能手表 有个非常巧妙的设计，可以快速调节表链长度，非常好用，希望其他手表也能跟进支持！ 科技小辛的微博视频  ,2023-10-12 16:49,289,91,180
NnvX05mQS,iPhone 15 Plus 蓝色 & iPhone 15 Pro Max 原色钛金属 #TECHMAN图赏# 这次 iPhone 15 系列的蓝色很淡雅，很耐看，很高级，有没有？  [组图共9张] 原图 ,2023-10-12 15:39,297,79,188
NnvF2eYlX,奔驰S500 也舍得用自动洗车机，是个狠人。  [组图共2张] 原图 ,2023-10-12 14:54,781,84,540
NnuQM5297,这特么的，安装驱动都限速了，要开会员。都跟百度学坏了  原图 ,2023-10-12 12:51,394,80,332
NnujolNdh,闲鱼环境目前极差，砍价拦腰砍，动不动就到手刀，还有给你玩掉包的闸种，搞得很多人卖二手都不想去闲鱼了。话说，#你经历过闲鱼到手刀吗# ?  [组图共2张] 原图 ,2023-10-12 11:28,308,77,253
NnugnBJ67,OPPO Find N3 开始预热了，看来这次在影像方面很下功夫，号称『影像新世代』。  原图 ,2023-10-12 11:21,246,75,165
NntXjrwn0,小鹏上个月总销量 15310台，其中G6占了大头。懂车帝上 小鹏G6 9月的销量数据 8132台，成为 20-25万价位的纯电SUV销冠，果然很猛。（虽然名单里是第三，但另外两台价格基本在20万一下，更便宜。P7的销量4666台，这就一万二了，如果接下来新款G9能保持5000-6000 左右，G6产能再冲一冲，应该月销2万没...全文 [组图共3张] 原图 ,2023-10-12 10:34,339,81,183
NnoYkjkI8,翻出一个老的六代CPU，有点年头了，应该是2016年的产品。  原图 ,2023-10-11 21:53,313,77,248
NnonVBIfr,感受一下 阿维塔11 的电子流媒体后视镜。无论白天还是晚上，清晰度非常好，可以直接看到后面车的情况 科技小辛的微博视频  ,2023-10-11 20:23,272,88,181
NnnOHacS7,阿维塔最近整了个活儿，用阿维塔 11 去珠峰溜了一圈。全程 3376 km ，海拔落差 5000 米，其中智驾行驶里程覆盖率达到了 91% ，智驾平均车速达到了 62 km / h ，期间还遇到了很多次动物穿行、过道障碍等情况，预判识别率 100% ，全程零接管，水平相当不错。#阿维塔11遥遥领先##阿维塔智驾征珠峰#  原图 ,2023-10-11 18:56,284,75,171
NnnuGB2jF, 苹果在中国大陆地区更改了教育优惠验证方式，从「使用 UNiDAYS 验证 edu 教育邮箱」变更为「通过支付宝 app 验证」，恐怕淘宝闲鱼那些代认证、代下单的要凉凉。这一波，可以说是利好真正的学生党，支付宝认证可比 edu 邮箱容易多了，弄起来更简单更快捷。早前有很多非教育优惠群体，选择在淘...全文 原图 ,2023-10-11 18:07,294,87,205
Nnmu1heoL,简单分享下阿维塔 11 升级鸿蒙 HarmonyOS 车机系统后的一些体验，看看和问界 M5 的鸿蒙车机系统相比有何不同。 科技小辛的微博视频  ,2023-10-11 15:33,288,94,172
NnlbJ5Paw,小米智能开关和智能墙壁插座更新了，用的 AG 磨砂玻璃面板，确实耐看。  [组图共3张] 原图 ,2023-10-11 12:15,361,89,202
NnkK7huPD,来聊聊，#你用了最久的手机是哪款# ？  [组图共9张] 原图 ,2023-10-11 11:07,271,92,310
NnknsfQk5,小米终于出上墙的屏幕了，有黑白两个颜色。哈哈哈，期待已久的产品之一。有三路实体开关，如果用不到那么多也可以转换成无线按键，等会安装上去试试看效果。[666]  [组图共6张] 原图 ,2023-10-11 10:11,285,83,190
NneUQ29sG,哈弗又一条龙上市了，这次是猛龙。价格也算是比较划算的，Hi4 102 ，16.58 万；Hi4 102 ，17.38 万；Hi4 145 ，18.38 万。轻越野新能源SUV，可油可电可改装，原车造型就很有硬派越野范儿，简单改装一下就更酷。  [组图共6张] 原图 ,2023-10-10 20:17,1981,82,251
NndMYwBzv,#遥遥领先的出游方式# 这次国庆自驾旅游的人实在是太多了，很多人都堵在路上。所以我这次选择错开高峰，跟大家反方向出行，开着问界M5智驾版到汕头找找好吃的，好玩的。往返都很顺畅，完全不堵车，全程4个小时的路程，开着#AITO问界M5智驾版# 高速上可以使用NCA智驾领航辅助，座椅也很舒服，轻轻松松...全文 ,2023-10-10 17:25,1835,82,330
Nnd0ep3B9,看样子，OPPO 新款大折叠屏的外观在网上全面曝光了，大家感觉如何？  [组图共6张] 原图 ,2023-10-10 15:24,247,75,192
NncrAwqFN,这个铝坨坨客制化键盘是真的不错。  [组图共9张] 原图 ,2023-10-10 13:59,225,79,170
NncaivWju,最近几款支持高阶智能驾驶的车热卖，直接带动了激光雷达公司的销量。速腾聚创是国内装机量比较多的品牌，上个月 M1 激光雷达单月销量突破了2W。这其中小鹏和问界 几款车占比比较大，小鹏每台车配了两颗，数量上比问界多一颗。小鹏和问界的几款车目前都再用速腾的激光雷达，其他品牌还有腾势N7，...全文 [组图共4张] 原图 ,2023-10-10 13:17,237,79,172
Nn4MskUHF,最近收到了铝厂的新键盘 IQUNIX ZONEX 75 ，是 SUPER 系列的全金属量产客制化键盘。#TECHMAN图赏# 全铝合金外壳质感很棒，还用上了定制的璞玉轴，这是一款自带导光柱的定制线性轴，手感很丝滑，打起字来声音也蛮好听的。起售价格为 ¥1699，有 4 种颜色可选，喜欢铝坨坨键盘的可以重点考虑一下。  [组图共9张] 原图 ,2023-10-09 18:29,207,57,157
Nn4AVuTb2,荣耀 Magic Vs2 及 荣耀手表 4 Pro 发布会 10 月 12 日 19:30 ，荣耀最近折叠屏新机出的很勤快啊。  原图 ,2023-10-09 18:00,233,77,173
Nn4flyU4y,比较好奇，#你会买联名款的数码产品吗# ？除了前阵爆火的瑞幸×茅台联名咖啡外，手机圈也特别多联名定制，比如 OPPO × 英雄联盟、一加 × 原神、realme × 可口可乐、红魔 × 变形金刚、小米 × 迪士尼、Redmi × AAPE 等等 …… 大家会考虑联名款的数码产品吗？ 比较好奇，#你会买联名款的数码产品吗# ？  ,2023-10-09 17:07,1781,85,181
Nn3SfAw5e,米家立式学习灯 后天开始众筹，定价 2299 ，众筹价 2199 ，算是霍尼韦尔、松下立式学习灯的平替产品吧。大家会考虑给孩子买这么贵的台灯么？我个人觉得给孩子买个好台灯很有必要，倒不是说非得买这种两三千的款，买个四五百的也挺好了，比起买几十块一百块的台灯来说，会对孩子眼睛友好很多。  [组图共9张] 原图 ,2023-10-09 16:10,244,83,202
Nn3hnBBnq,小米终于出了智能家庭面板了，定价 329 ，众筹 299有黑白两种配色，设计很简约，内置小爱语音控制，还支持触屏与按键双形态操作，内置蓝牙 Mesh 网关，支持米家智能家居智能联动，可以安装在 86 面板盒上。  [组图共9张] 原图 ,2023-10-09 14:39,338,91,208
Nn2tc8awb,小鹏国庆假期的用车数据，看看大家都喜欢用那些功能。行驶里程1.7亿公里，618万小时，最远经过了8个城市，看来这次国庆，自驾游的朋友确实很多。充电32万多次，1138万度电，平均每次充电35度左右，这也是超快充的优势，随时可以吃满充电桩的所有剩余功率。小鹏官方S4 超快充的数据，单次补能26分...全文 [组图共4张] 原图 ,2023-10-09 12:36,248,79,162
Nn2ez1TFG,#我家的真香改造# 跟大家分享一下目前我的米家产品组合，分两个地方1）深圳住的地方，因为是租的房子，只改了一些开关和空调，配合一些传感器和小爱音箱，完全不需要手动开关设备了。比如人体传感器，回到家玄关传感器检测到有人，会自动开灯，2分钟没有人自动关灯。为了避免小猫来回走动导致开灯，...全文 [组图共10张] 原图 ,2023-10-09 12:00,252,84,179
Nn1Uk6Mxh,米家新风空调 2023 款迭代了，之前在尊享版上才有的柔风功能，如今下放了，价格也更加实惠。新风空调确实还不错，相比传统空调来说，还能通风换气，平常开着空调睡觉，醒来也不会感觉头晕脑胀。  [组图共2张] 原图 ,2023-10-09 11:10,243,45,177
NmVG0zIpN,大家假期出去玩了么？ 大家假期出去玩了么？  ,2023-10-08 19:18,1597,77,181
NmUWp7DN6,vivo X100 系列下个月发，估计 X100 和 X100 Pro 先发，X100 Pro+ 晚一点？vivo X90 系列还是发挥不错的，身边有几个朋友为了出去玩时，拍拍家人和孩子，都选了 X90 Pro+ ，大家对 vivo 人像的认可度蛮高的。  原图 ,2023-10-08 17:26,312,78,200
NmTCGf2fj,「双指互点两下手势」这功能看来只给 Apple Watch Series 9 和 Apple Watch Ultra 2 独占了。其它 Apple Watch 只能通过辅助功能来实现相似操作体验，只是相似而已，不完全相同，没有新的「双指互点两下手势」好用、易用。  [组图共5张] 原图 ,2023-10-08 14:04,277,84,209
NmSCtxAu7,大家觉得 #手机配色会影响你的购买欲吗# ？今年 iPhone 15 Pro 系列的蓝色比其他色要便宜好多，看线下市场里 #iPhone15Pro蓝色价格暴跌1500# ，远远低于官方价，结果买的人还不是特别多。  [组图共4张] 原图 ,2023-10-08 11:31,317,85,252
NmSzyDJZP,数码闲聊站曝光了天玑 9300 的规格，说是安兔兔跑分 CPU 和 GPU 部分全都超过骁龙 8 Gen 3。就是不知道功耗飙到了多高，要是功耗控制给力点那还是很有看头的。  原图 ,2023-10-08 11:24,318,79,196
NmNkFksIi,。。。。 科技小辛的微博视频  ,2023-10-07 22:03,230,74,170
NmM1j9PWP,紫光展锐宣布 T820、T770、T760、T750 这些 5G 移动平台，以及 T619、T616、T612、T606、SC9863A 这些 4G 移动平台，都已完成 Android 14 的同步升级。同时还简化了 OEM 和 ODM 厂商升级最新版 Android 操作系统时的操作步骤，升级周期相比之前最少能缩短一个月。  原图 ,2023-10-07 18:43,265,80,178
NmKFtbZnF,啊？#苹果商店现黄色软件伪装成学习软件# 话说，App Store 里其实有很多伪装 App，比如各种盗版音乐、视频、电子书 App 都用记账软件、旅行软件等其他类型的软件包装来伪装，进入软件后，点击特定位置，或者输入特定暗号，就会变为盗版资源的 App，通过广告赚钱。  [组图共2张] 原图 ,2023-10-07 15:16,310,82,228
NmKqheGMB,国家邮政局表示：中秋和国庆假期，全国邮政行业揽收快递与包裹 25.75 亿件，投递快递与包裹 25.72 亿件。来聊聊，假期大家买了多少东西，收到几件快递？  原图 ,2023-10-07 14:39,254,82,177
NmJ9c7ENC,CASETiFY 与 Nothing 合作推出了全新手机壳产品，让 iPhone 变 Nothing。  [组图共3张] 原图 ,2023-10-07 11:24,338,92,205
NmBnHs5Q2,此时此刻的汕头镇邦美食街。这也太清净了吧，几乎没人。 汕头·汕头小公园镇邦路美食街  显示地图 [组图共4张] 原图 ,2023-10-06 15:38,441,81,274
Nmu9FERuE,给问界M5 加了一箱油，47升430块钱，相比充电的费用真的太贵了。不过在车上直接选择付款，能优惠5毛钱，最终减了20块钱，省点是点吧。原来还剩一点，加满之后可以行驶1170公里。再充满电的话应该能跑1400左右。  [组图共4张] 原图 ,2023-10-05 21:14,490,88,263
Nmpu5DsVg,iPhone 15 Pro 系列 拍摄的 ProRes Log 在手机上下载新的 iMovie 就可以正常预览和剪辑了。素材加入时间线，直接就还原了，不用额外设置，非常方便。[666]  [组图共3张] 原图 ,2023-10-05 09:21,365,102,191
Nmj8sEqeR,？？？什么情况？昨天跳水比赛现场，拍了一段全红婵的跳水片段，结果被投诉了。理由是未经权利人授权，认真的吗？比赛现场不让拍摄了？@微博小秘书 @来去之间  [组图共2张] 原图 ,2023-10-04 17:11,448,86,278
