微博id,微博正文,发布时间,点赞数,转发数,评论数
NluBdlMP8,中秋快乐[送花花]  ,2023-09-29 08:32,480,1,84
NlogEiFp8,iPhone15系列这一波来看，中国制造已经成了世界制造业品质高端的代名词。  ,2023-09-28 16:25,1449,10,172
NlodnBc8x,大米精选手机壳膜推荐：【iPhone15/15Pro系列 磁吸风暴壳】内置磁吸圈，撞色防摔，金属按键，细腻手感，有效保护。网页链接【iPhone15/15Pro/14/14Pro系列】大弧钢化膜：大弧边打磨，侧滑更舒适，0.4mm高铝硅基材，持久耐用。iPhone15/15Pro/14/14Pro大弧钢化膜，丝滑耐用，持久顺滑【iPhone15/15Pro/14/14Pro系列】3D丝滑钢化膜：边缘精密3D点胶，贴合更一体，电镀涂层，爽滑更持久iPhone15/15Pro/14/14Pro大弧钢化膜，丝滑耐用，持久顺滑【Mate60Pro】超薄纹理手感壳：轻薄设计，裸机手感，磨砂纹理，舒适好盘，紧贴机身，精准开孔。Mate60Pro超薄PP纹理壳，手感/颜值都出色【Mate60Pro/Pro+超清零感膜】进口TPU，爽滑涂层，持久顺滑，屏幕显示全覆盖，无白边不翘边，轻微划痕自修复。Mate60Pro/Pro+/50Pro/零感膜，丝滑触感，轻微划痕自修复【小米13/13Ultra 肤感面条壳】超薄PC材质，清爽面条竖纹，类肤爽感涂层，还有纹理按键，轻薄兼顾颜值和手感。小米13：大米定制：小米13 面条壳  超薄/肤感/精致/好用 小米13Ultra：大米定制：小米13Ultra 面条壳  超薄/肤感/精致/好用【小米13系列/12系列 超清零感膜】进口TPU，爽滑涂层，持久顺滑，屏幕显示全覆盖，无白边不翘边，轻微划痕自修复。http://t.cn/A6OKZ7nK             [组图共9张]      原图                             ,2023-09-28 16:16,107,13,27
Nlo6W3NxV,官网定的iPhone15ProMax原色，之前显示是10月10号发，结果今天显示已经发货了  ,2023-09-28 16:01,524,1,170
Nlnr1gYgy, #iPhone17机型或都配备A19芯片##iPhone18机型或都配备A20芯片##iPhone19机型或都配备A21芯片##iPhone20机型或都配备A22芯片##iPhone21机型或都配备A23芯片##iPhone22机型或都配备A24芯片##iPhone23机型或都配备A25芯片##iPhone24机型或都配备A26芯片#  ,2023-09-28 14:17,1213,10,93
NllG11Qqd,#iPhone16机型或都配备A18芯片# 苹果供应链分析师Jeff Pu表示，iPhone16/16P会采用A18芯片，iPhone16Pro系列采用A18Pro芯片。咋说呢，A15确实一战封神，但之后的A16，A17Pro都是挤牙膏，尤其是考虑到今年3nm A17Pro这表现，A18我觉得也不用抱啥高期待。  原图 ,2023-09-28 09:49,840,10,143
NlhrthHNe,#中国男足晋级八强# 打开微博热搜，下意识的愣了下  ,2023-09-27 23:02,498,1,60
Nlfh5lDdJ,你很好，但我们不适合 — 小米 MIX Fold3 全面评测 大米评测的微博视频  抽奖详情  ,2023-09-27 17:31,673,873,288
Nle8Oy7Z7,【闲聊】大家觉得明年iPhone16标准版会上120Hz刷新率么？  原图 ,2023-09-27 14:38,983,6,502
Nle0Cjsns,iPhone15Pro和15ProMax的续航成绩测好了，300nit亮度，全程双卡5G数据流量模式，按照我们这边的测试模型：iPhone15ProMax（4422mAh）：6小时45分iPhone15Pro（3274mAh）：5小时35分对比参考上一代iPhone14ProMax（4323mAh）：6小时35分iPhone14Pro（3200mAh）：5小时37分不过这次iOS17确实是咖喱味十足，15Pro刚开始测王者120帧的时候，出现了异常发热，游戏降亮度，电量也是肉眼可见快速下降，重启之后复测又正常了。另外这代15Pro系列日常使用的体感温度，确实会比14Pro更高。                                 ,2023-09-27 14:18,671,19,263
NlcYdidE3,国庆都放假几天？  ,2023-09-27 11:39,442,5,353
Nl5eO8Pk5,15Pro系列用户，有没有遇到过下拉通知栏动画掉帧的？我这用了两天遇到过好多次  原图 ,2023-09-26 15:58,1338,10,326
Nl2SZe4VI,Mate60Pro更新121版本了  [组图共2张] 原图 ,2023-09-26 09:59,712,2,192
NkWaL1JN5,Mate60 RS非凡大师，16+512GB 11999元，16+1TB 12999元； #华为发布会#   原图 ,2023-09-25 16:53,1366,14,272
NkW9w9MB9,手机基本等于没讲，本来还挺期待官方介绍下麒麟9000S架构方面的东西  ,2023-09-25 16:50,1992,16,290
NkW3fkZxj,FreeBuds Pro 3 1499元；华为智能眼镜2   1699元/1899元/2299元；Watch GT4 46mm  1599元/1799元/2088元；华为路由器BE3 Pro：399元（千兆网口），499元（2.5G网口） #华为发布会#   [组图共4张] 原图 ,2023-09-25 16:35,290,3,98
NkW2y9exR,MatePad Pro 12.312+256GB 5199元，12+512GB 5699元，12+1TB 6699元16+1TB 6999元，16+1TB+键盘+手写笔 8299元； #华为发布会#   原图 ,2023-09-25 16:33,1261,11,313
NkW1Y9xB9,华为智慧屏V5Pro 98英寸36999元，85英寸24999元~大家觉得这个价格怎么样？买不买？ #华为发布会#   原图 ,2023-09-25 16:31,786,8,285
NkW1Eih2T,华为Watch 非凡大师 21999元，大家觉得怎么样？买不买？ #华为发布会#   原图 ,2023-09-25 16:31,1013,7,226
NkW1fdwUB,鸿蒙下一个版本，鸿蒙NEXT，鸿蒙原生应用，全面启动 #华为发布会#   [组图共2张] 原图 ,2023-09-25 16:30,1021,14,155
NkW0Lhh0Z,问界M9，12月发，1000W以内最好的SUV #华为发布会#   原图 ,2023-09-25 16:28,563,5,93
NkW0qkGeU,智界 S7  [组图共2张] 原图 ,2023-09-25 16:28,101,0,31
NkVKUzoQY,Freebuds Pro 3  [组图共3张] 原图 ,2023-09-25 15:49,158,0,35
NkVz2ctQC,支持双向北斗卫星消息  原图 ,2023-09-25 15:20,165,8,33
NkVya2w2n,华为首款黄金智能腕表  原图 ,2023-09-25 15:18,1809,9,168
NkVxqy9Cj,不是天生非凡，而是敢于非凡  原图 ,2023-09-25 15:16,961,18,78
NkVwPD1LX,非凡大师  [组图共2张] 原图 ,2023-09-25 15:15,153,1,18
NkVuqpJaq,刘德华，猛！ #华为发布会#   [组图共3张] 原图 ,2023-09-25 15:09,2260,36,168
NkVtx76Rs,从 PORSCHE DESIGN 到 ULTIMATE DESIGN  原图 ,2023-09-25 15:07,518,3,86
NkVsOx5gz,从Mate10....额，额，Mate50开始  ,2023-09-25 15:05,597,0,50
NkVsFnxqR,Ultimate Innovation  原图 ,2023-09-25 15:04,90,1,16
NkVppfvCN,88W  10100mAh  原图 ,2023-09-25 14:56,265,1,49
NkVp6mYRu,跟手机一样的旗舰性能（但是没说处理器型号） #华为发布会#   原图 ,2023-09-25 14:56,494,99,82
NkVoU0ICh,平板的键盘采用1.5mm键程，支持触控板  原图 ,2023-09-25 14:55,49,0,6
NkVniozYM,黑白青三个配色，支持NearLink星闪  [组图共2张] 原图 ,2023-09-25 14:51,103,0,27
NkVm3wDpR,手机上一般最高只有120Hz，我们的平板有144Hz  原图 ,2023-09-25 14:48,629,3,66
NkVlC7i1M,屏幕采用柔性OLED  原图 ,2023-09-25 14:47,90,2,10
NkVlnvIhk,580g，5.5mm  [组图共3张] 原图 ,2023-09-25 14:47,104,2,31
NkVkMlclM,MatePadPro 13.2，有个小刘海  [组图共3张] 原图 ,2023-09-25 14:45,396,4,106
NkVjG2vdU,鸿蒙4.0 6000W用户  原图 ,2023-09-25 14:42,275,0,52
NkVj9w1Ts,所以今天不讲手机？  ,2023-09-25 14:41,268,4,68
NkViZjlpd,先锋计划的产品，今天就不做介绍了。。。 #华为发布会#   原图 ,2023-09-25 14:41,841,2,109
NkViIkZOU,遥遥领先！  原图 ,2023-09-25 14:40,89,0,17
NkVgOwmKb,场下都在喊：遥遥领先  原图 ,2023-09-25 14:35,201,0,48
NkVfE3jrH,#华为发布会# 猜猜今天会有多少句：遥遥领先？  ,2023-09-25 14:32,134,0,35
NkUpSp4fO,下午的发布会会详细介绍Mate60系列和麒麟9000S么？  原图 ,2023-09-25 12:25,396,10,125
NkK0Uperd,周末早呀，今天都准备干嘛？  ,2023-09-24 09:56,389,0,134
NkD090EfM,#微信占用了我100多G的内存# 哪里有占100多G的内存？是100多G存储空间好不好？这么多年了都是这个样子好吧！不要睁着眼睛乱说，小而美很难的，有时候找找自己原因，有没有认真工作买1TB大存储容量手机？  ,2023-09-23 16:05,1602,22,175
NkC7nimSv,iPhone15ProMax主摄自动，①，②，③，更喜欢哪个？  [组图共9张] 原图 ,2023-09-23 13:50,276,7,137
NkC5T0gup,iPhone15ProMax的长焦样张，①，②，③，你更喜欢哪个？（10X，自动）  [组图共6张] 原图 ,2023-09-23 13:46,318,10,175
NkC5zAtVX,iPhone15ProMax的长焦样张，①，②，③，你更喜欢哪个？（5X，自动）  [组图共9张] 原图 ,2023-09-23 13:45,134,3,52
NkC4mxcfo,iPhone15ProMax的长焦样张，①，②，③，你更喜欢哪个？（5X，自动）  [组图共9张] 原图 ,2023-09-23 13:42,184,7,64
NkC3zrVlA,来一波iPhone15Pro系列的样张对比，①，②，③，你更喜欢哪个？（主摄自动）  [组图共9张] 原图 ,2023-09-23 13:40,158,11,91
NkC1PyoQd,G9 24款 72小时大定破8000，[毛球]本质上还是产品力不错，但之前价格、营销没到位，现在价格营销都到位了，产品细节也得到了改进，销量自然就没问题。  原图 ,2023-09-23 13:36,197,1,42
NkBZN7sKt,狗东买的iPhone15Pro蓝色今天刚到，打算原封退回了  ,2023-09-23 13:31,604,7,190
NkBXSBGMV,iPhone15系列虽然换了C口，但是充电速度和上代一比，没啥区别  ,2023-09-23 13:26,467,2,102
NkvRSkAiq,微博这UI咋回事儿？  原图 ,2023-09-22 21:55,703,16,161
NkuFQmm3h,iPhone15Pro系列颜色选择上：白色>原色>黑色≥蓝色（个人观点）  ,2023-09-22 18:53,400,4,123
NktpqlTLO,还没详细测试性能，但是15Pro/Max这发热是挺明显的  ,2023-09-22 15:40,1178,13,352
NksOYb4LC,15标准版颜色，我觉得还是蓝色最好看，摄像头Deco和磨砂玻璃背板颜色整体上更加一体协调。[毛球]  ,2023-09-22 14:10,233,1,59
Nksncx9Rx,三台iPhone买到后，工作室小伙伴状态：哇，手感比之前好太多了！原色版本这个质感挺有意思，不同光线下，表现各不相同，今年标准版这个磨砂背板真的挺好看的。[毛球]然后一阵索然无味且枯燥  ,2023-09-22 13:01,1006,4,162
NksluxOgA,iPhone15系列相对14系列最大升级：手感变好了，中框终于不割手了  ,2023-09-22 12:57,303,3,87
NksjA3nvi,15Pro系列的蓝色，黑色，边框都很容易留指纹染色  [组图共6张] 原图 ,2023-09-22 12:52,145,3,39
NksiEmFJS,iPhone15标准版蓝色甄姬实拍，满分10分能打几分？  [组图共6张] 原图 ,2023-09-22 12:50,431,11,178
NksimosLc,iPhone15ProMax白色甄姬实拍，满分10分能打几分？  [组图共6张] 原图 ,2023-09-22 12:49,222,9,114
Nksi0bwSH,iPhone15Pro原色甄姬实拍，满分10分能打几分？  [组图共5张] 原图 ,2023-09-22 12:49,361,10,166
NkrQmqP68,原来肯德基星铁套餐里，就多一个星铁的桶和两张镭射纸  原图 ,2023-09-22 11:40,212,0,68
Nkr4K5LXF,没买到15ProMax，晚点下午去取15Pro的时候，看看有没有人现场出  ,2023-09-22 09:43,487,3,120
NkqJeyrCo,早，首批iPhone15都拿到了吗？  ,2023-09-22 08:50,311,0,121
NklRGtOEW,Redmi Note13Pro、Note13Pro+、Note12Turbo这三台机子，同样12+256GB，你会选哪个？ Note13Pro、Note13Pro+、Note12Turbo 同样12+256GB，你选哪个？  ,2023-09-21 20:27,9573,8,252
NklOrxJ2Z,其实这两台机子最大的竞争对手是红米自己的Note12Turbo，毕竟这机子正面超窄边框，拍照在红米2000以内机型里优化的也还行，7+Gen2的性能则是遥遥领先7sGen2、天玑7200  ,2023-09-21 20:19,1241,12,239
NklL6sHlm,Note13标准版，天玑6080，6+128GB 首销1099元，8+128GB 1199元，8+256GB 1399元，12+256GB 1599元  原图 ,2023-09-21 20:11,258,2,64
NklJn9Goh,Note13Pro：7SGen2，同款2亿像素主摄，5000mAh+67W，1.5K屏，屏下指纹；8+128GB 1499元，首销1399元；8+256GB 1599元，首销1499元；12+256GB 1799元，首销1699元；12+512GB 1999元，首销1899元；16+512GB 2099元，首销1999元；  原图 ,2023-09-21 20:07,413,7,116
NklHdARoP,Note13Pro，第二代骁龙7S移动平台  [组图共2张] 原图 ,2023-09-21 20:01,203,1,51
NklFUi33e,Note13Pro+：12+256GB 1999元，首销1899元；12+512GB 2199元，首销2099元；16+512GB 2299元，首销2199元；大家觉得怎么样？买不买？  [组图共2张] 原图 ,2023-09-21 19:58,1068,4,211
NklERCsNz,产品的定位相近，所以13Pro+是2500档位？  原图 ,2023-09-21 19:56,343,2,88
NklDapJJE,天玑7200Ultra，5000mAh+120W  [组图共3张] 原图 ,2023-09-21 19:51,93,1,49
NklBR6VvZ,Redmi带天玑，越用越__?  原图 ,2023-09-21 19:48,417,3,90
NklyjlBEF,三星HP3传感器，1/1.4英寸底，f1.65  [组图共3张] 原图 ,2023-09-21 19:39,98,1,39
Nklw7oT4q,IP68+湿手触控  [组图共2张] 原图 ,2023-09-21 19:34,501,1,65
NkluoozPe,3000内主流机型曲面屏维修费用，首销送碎屏保  [组图共2张] 原图 ,2023-09-21 19:30,359,1,55
NklrP6hF6,1.5K屏，华星光电C7发光材料，K60至尊版同款  原图 ,2023-09-21 19:23,371,2,56
NklquqiFa,镜瓷白 ，子夜黑  [组图共3张] 原图 ,2023-09-21 19:20,86,0,10
NklpCiwCm,Note13Pro+，曲面屏，屏下指纹，浅梦空间配色  [组图共3张] 原图 ,2023-09-21 19:18,140,0,28
NklofbnRE,咋感觉变帅了？  原图 ,2023-09-21 19:15,391,0,46
Nklo9mezJ,王彤  原图 ,2023-09-21 19:14,296,1,28
NklnE1Yfb,用户的换机周期已经到了50个月？  ,2023-09-21 19:13,1292,12,560
NklnmyAvU,Redmi Note系列累计销量突破3.38亿  原图 ,2023-09-21 19:13,87,1,10
Nklm4rH69,在小米，连夜睡服高管是真的  原图 ,2023-09-21 19:09,312,1,13
NkllbgNwO,那个时候，我还在友商做高管  原图 ,2023-09-21 19:07,879,6,48
NklkpnrQG,红米Note13Pro猜一个起售价？  原图 ,2023-09-21 19:05,654,9,153
