微博id,微博正文,发布时间,点赞数,转发数,评论数
Ni0ZrDDIH,「BestPhonesForever」谷歌真的对苹果爱恨交加，竟然专门为苹果换Type-C口这事儿还出了一个视频跟每次三星对苹果的嘲讽拉满不同，谷歌更像是温柔一刀哈哈哈哈哈哈 迪仔Dizzz的微博视频  ,2023-09-06 11:38,527,35,147
NhTaB2eSb,嘿嘿!Mate 60的稿子可算写好啦属于是超长过瘾爽文版点了好多泡芙肉松小贝板栗饼犒劳自己昨天一天没咋看手机，才发现瑞幸出茅台咖啡了？好喝吗在想要不要点一个配一下  [组图共3张] 原图 ,2023-09-05 15:44,452,4,235
Nhscps92G,我一打开微博都懵了！！怎么会有这么多人问我要玉米链接啊！结果是钟文泽这个家伙走漏了风声哈哈哈哈哈说实在的，这个玉米确实挺好吃滴！不过我也是第一次买，昨天睡前饿了想说煮一根尝尝。咬下去的第一口，又糯又香，东北人的DNA一下就动了，所以当时我就赶紧给钟文泽发消息！因为这就是每个东北小孩，从小吃到大的那种味道🌽果然，他一听是玉米也来精神了，我俩还约定了一波时间，具体到几点能吃到目前看来唯一的问题就是太冲动了！没注意时间，当时都零点多了…导致我看到他微博下面有些评论说，“半夜给你发玉米的女孩要珍惜”哈哈哈哈哈哈哈饶了我吧                  原图                             ,2023-09-02 19:04,694,26,207
Nhjus33DN,是难得一见的Mate 60 Pro南糯紫哇[收到]  [组图共6张] 原图 ,2023-09-01 20:54,1072,48,367
NhiHxqZNn,哎鸭！你可来了  原图 ,2023-09-01 18:53,959,1,167
Nhf7VAeTN,昨天的视频因为是苹果iPhone新机爆料+Type C的结构，更多的是想让关心新iPhone的朋友知道换C口有什么影响和区别[收到]所以Type C的篇幅被我大幅省略啦但其实围绕着这个接口有很多有意思的事，我们自己在做内部梳理的时候也听伙伴讲的的津津有味！如果你好奇手里有一堆数据线怎么区分谁充电更快？谁能投屏？都说C口充电快到底为啥？苹果设备的充电衍变？这个我们内部梳理的，关于Type C前世今生的导图与你分享嘿！                  原图                             ,2023-09-01 09:47,1009,98,180
Nhb0N7rHS,热搜的朋友们来都来了！关注一下9月可有老多新机机机机机机机机机可看啦[收到]  原图 ,2023-08-31 23:19,688,1,170
Nha2iAm1V,不止Type-C，这些 iPhone 15 爆料更值得注意！这一次的 iPhone 15 系列每款机型之间、Pro与非Pro的细节差异可能比你想象中的多✨！机身新按钮、钛合金材质中框，以及最强的影像能力可能仅一款 iPhone 独占！如果你在观望苹果今年的新机，那么这个视频一口气帮你看完关于 iPhone 15 的所有可能性[收到]！#iPhone15# #iPhone15系列爆料#迪仔Dizzz的微博视频 抽奖详情                                 ,2023-08-31 20:49,15235,4482,4629
NgZWQBOLK,OPPO Find N3 这个人像镜头可以自拍真的特别好[苦涩]焦段、距离、肤感、氛围都刚好拯救了一种人与人之间的不理解和不信任...我记得无数次，无数次我把手机递过去老谢摇摇头...也见过无数个，躲在镜头后面焦头烂额的对象被作为人形支架的可怜样子谢谢科技！她甚至可以自己给自己拍满意照片了！！！  [组图共9张] 原图 ,2023-08-30 19:09,486,17,192
NgY4heTnV,微信（v8.0.41版本）更新的这个小组件蛮好用滴！可以在锁屏界面添加收付款码、扫一扫、我的二维码、还有一个一键视频通话📞其中视频通话默认设定的时候会启用关怀模式（字体超大），但可以在设置中再恢复回来另外这次更新，未读语音消息在聊天列表中可以看到时长啦  [组图共2张] 原图 ,2023-08-30 14:21,520,7,168
NgXcfxYny,想买苹果耳机先等等☝️爆料称9.13可能推出USB-C接口的新AirPods！！！  原图 ,2023-08-30 12:08,659,32,282
NgSs13giK,突发✨苹果发布会定档！9 月 12 日 10点（北京时间 9 月 13 日凌晨1点）看这邀请函Logo颜色，该不会是爆料说的Pro系列新配色，灰色叭？9月真是一个热闹的季节哇！带劲！！！ 去现场给大家拍新iPhone 和新Apple Watch：）  原图 ,2023-08-30 00:03,951,64,274
NgQoNu1yd,抢也抢了，问也问了，目前看来Mate60 Pro现阶段是一台与北京无缘的手机 等后续再想想办法搞一台拍视频～不过真好啊，今天最开心的就是刷到华为这么多的消息，一种属于数码区的激动人心[欢乐熊出没]  ,2023-08-29 18:50,1659,13,232
NgQ2PdIZg,太有意思了hh因为今天 Mate60 Pro 超级突发搞预售，现在去华为深圳万象天地旗舰店内就可以拿到实体机体验，所以现阶段有关 Mate60 Pro 陆陆续续出现的信息，甚至比发布会还热闹了目前得知的几个关键的信息，关心这款机器的朋友可以格外注意一下：🌟没有5G标识，但有5G速度 （目前看到 Mate60 Pro 实测最高测速平均在500Mbps-800Mbps之间，远超4G上限100Mbps ，不过不知道基于什么原因，原本应该出现信号标志的地方目前实机都不显示5G）🌟麒麟9000s 芯片 （安兔兔上已经出现具体跑分成绩，但此条不能完全保真啦。按目前跑分情况，性能相当于强于骁龙888但不及骁龙 8 Gen 1 ）🌟首发卫星通话功能（目前看到是中国电信支持，资费100or200/月 移动和联通未知）🌟屏幕正面的三个挖孔，可通过系统设置连成一颗胶囊状的实况窗 #华为Mate60#             [组图共2张]      原图                             ,2023-08-29 17:56,25267,208,2014
NgP5rEhyf,OPPO Find N3 Flip ：多一颗人像镜头，能有多好拍？！就在小折叠屏们都在卷外屏尺寸的时候，Find N3 Flip 带着一颗人像镜头来了！上一代就卖得挺好，这次它又带给所有爱拍照的人一次特别不一样的玩法和出片体验✨这些乍一眼看上去「ta拍」感十足的照片，其实很多都是自拍...  #OPPO首发三摄小折叠# #新一代OPPO小折叠发布# 迪仔Dizzz的微博视频                                 ,2023-08-29 15:30,5857,8808,5561
NgO2iCLT1,"华为Mate60 Pro 真的长这样前两天网传的图片原来是真的～而且这回正面竟然是居中三孔[欢乐熊出没]？？不过Mate60 Pro背部则是标志性的圆环设计，采用上下过渡拼色，三摄组合！有雅川青、白沙银、南糯紫、雅丹黑四种配色，并且在今天华为还推出了「HUAWEI Mate 60 Pro先锋计划」,以预售的方式可以先买先体验新机！但是翻遍了参数规格页面，我目前没看到之前网传支持5G的信息(如果有确凿消息，大家踢我一下！)除此以外，首发两项新技术可以期待下：）*首发全球首款支持卫星通话智能手机，即使在没有地面网络信号的情况下，也可以从容拨打、接听卫星电话*首发第二代昆仑玻璃&超可靠玄武架构，更可靠、耐摔我还蛮好奇卫星通话这个操作的，新机符合各位预期嘛～ #华为Mate60#             [组图共6张]      原图                             ",2023-08-29 12:49,717,20,205
NgEKk41y0,新 iPhone 15 & 下一代 iPad Pro 迎来重大爆料信息✨先说新 iPhone，有消息称 iPhone 15 Pro 的机身重量成功减重到 191g（iPhone 14 Pro 206g)；iPhone 15 Pro Max 机身重量 221g（iPhone 14 Pro Max 240g）据猜测，重量的降低很大程度来自新一代 iPhone 改用钛合金作为机身材质，亦可能因Pro机型搭载潜望式长焦而改变了内部结构。总之如果是真的轻了，小拇指好受了🌟iPad Pro消息则是彭博社称，2024 款 iPad Pro 将成为 2018 年之后最大升级型号：首次搭载OLED显示屏采用M3芯片，拥有11英寸和13英寸两个版本妙控键盘进一步升级（更大的触控板区域，更接近笔记本电脑的使用你比较期待哪一台设备？或者你现在在用的 iPhone 、iPad 是哪款，打算换嘛！ #iPhone15系列减重##iPhone15#             [组图共6张]      原图                             ,2023-08-28 13:10,2031,79,894
NgvGuypyj,AirPods Pro2 可以跟iOS 17配合使用自适应音频是我更新之后每每都觉得幸福的功能了[彩虹屁]偶尔要说两句话，不用一次次捏耳机柄或者摘下来真的太好了，耳机会自动降低音量并增强对方人声！！！  [组图共2张] 原图 ,2023-08-27 14:06,682,62,182
NgpyvBbsq,啊！！！！啊啊啊啊啊！！！！！啊啊啊啊啊啊啊！（痉挛）（扭曲）（人也跟着面目全非了）我还在在吭哧吭哧拼底座呢 *在做了3遍心理建设之后，终于还是拼好啦[收到]  [组图共4张] 原图 ,2023-08-26 22:30,313,4,72
Ngc9ByofO,哈哈哈哈哈哈哈有人把macOS上，令无数人崩溃的加载图标设计成了手表了⌚️ 晃一下还能转 迪仔Dizzz的微博视频  ,2023-08-25 12:23,533,51,95
Ngbqwb36f,OPPO 未免也太会选模特了吧！！！Find N3 Flip这次搭载了一颗人像镜头，这也是小折叠这种形态第一次拥有人像镜头舒淇这张就是47mm焦段拍的，好绝  [组图共2张] 原图 ,2023-08-25 10:32,770,18,123
Ng2N7e4Fg,Vision Pro 发布已经2个多月啦，据悉苹果分别在库比蒂诺、伦敦、慕尼黑、上海、新加坡、东京多地设立了 Apple Vision Pro 开发者实验室！开发者可以通过申请在实验室使用 Apple Vision Pro 真机测试自己的App✨先前我在 WWDC 试戴的时间还是比较短暂，好羡慕以及期待不知道哪些第三方App会先上 visionOS ～国内的实验室体验在上海，感兴趣的开发者记得报名！！！！（报名入口我放评论啦[收到]                  原图                             ,2023-08-24 12:33,339,8,110
NfCYvsH2P,惊啦！MOFT这个电脑包算是把折叠玩明白了平时我用它收纳 MacBook 就不多说了，关键是它的两侧一捏，一下子就可以站起来！一下就可以变成桌面支架了啊！还支持15°和25°的两种高度，这谁看了不说一句打工人福音，自媒体颈椎救星…而且还挺稳固滴，放桌面放腿上都行背面是一个弹性结构的收纳空间，不怎么能装，感觉放个数据线或者装个备用机就已经有点负重前行了hh（不多奢求了，已经很两用啦～推荐✨             [组图共4张]      原图                             ,2023-08-21 18:49,390,7,146
NfA4GzWNm,iPhone 15系列确认使用 USB-C “证据”浮出水面🔍省流：谢谢欧盟，终于不用为 iPhone 特意带一根充电线了且今年新 iPhone 充电速度有望大提升⚡️根据目前放出的爆料图，再次呼应了 iPhone 15 全系改用 USB-C 接口的消息，并且此次数据线采用与 MacBook Air 类似的编制数据线，颜色可能会跟机型颜色匹配，但不确定是全系如此还是仅Pro机型拥有这种强迫症福利。另根据 9to5Mac报道称，iPhone 15系列最高支持35W快充，目前暂不知是全系都支持还是仅Pro以上机型             [组图共2张]      原图                             ,2023-08-21 11:26,745,29,266
NftK8C9YU,最近热衷把杂志和买东西送的海报放进相框里BranD68期这个奈良美智手稿简直可爱！！不过最离谱的还是今天这个 明明我只是买了一个猫抓板纸箱送的这个笑脸海报还怪会说的嘞  [组图共3张] 原图 ,2023-08-20 19:19,358,8,97
Nfb9A3mR9,我把一堆病毒软件装进了华为 HarmonyOS 4...为了测试 HarmonyOS 4 所谓的全新「应用管控中心」能干啥，我把一堆恶意&病毒软件，全给华为 P60 Pro 装上了！真没想到...对于那些在桌面可以变透明、恶意篡改权限的应用，HarmonyOS 4 还有这些招！#鸿蒙4安全感拉满# #HarmonyOS# 迪仔Dizzz的微博视频  ,2023-08-18 20:00,2709,2105,1060
Nf9AyqFq8,第一台国行 iPhone vs iPhone 14 Pro，变化有多大？淘了一台老机器，iPhone 3GS。前段时间出去玩的时候我带它拍了拍，就感觉时间重置了一样，很奇妙✨尤其用这台旧机器跟 iPhone 14 Pro 对比起来，才发现手机这些年竟然发生了这么大的变化。今年也是苹果进入中国市场30周年，不知道你用 iPhone 拍了哪些印象深刻的照片呢：） #我和苹果的30年# 迪仔Dizzz的微博视频                                 ,2023-08-18 16:01,2681,3512,1956
NeON76zhg,收拾东西翻出来不少Apple Watch表带！适配型号如下[我来了]能戴的朋友请留言你想要哪个 ，我随机送出嗷1️⃣45mm 彩虹表带🌈 不分手腕粗细2️⃣40mm 蓝色运动 不分手腕粗细3️⃣41mm 单圈绿色 size1号4️⃣45mm单圈橙色 size6号5️⃣45mm 单圈红色 size6号  原图 ,2023-08-16 11:04,1692,54,3453
NeGZJDjWI,太好笑了！朋友要买演唱会门票，觉得我们工作室手机多想让我们一起帮抢！我们拿出了6台手机全力以赴...结果如下 迪仔Dizzz的微博视频  ,2023-08-15 15:13,392,37,138
NeE9PFoWB,小米MIX Fold 3 使用一周感受：上手没感觉，打开吓一跳它没有一上来就抢走所有人风头的那种改变，但很明显 MIX Fold 系列不再步人后尘，前两代被诟病的地方都被认真对待了。如果可以再多增加一些好玩的东西就更好了 #小米MIXFold3首发评测# 迪仔Dizzz的微博视频  抽奖详情                                 ,2023-08-15 08:00,2017,3554,2048
NezcryP0f,来听雷总个人成长史了今晚也会有不少新品发布，小米折叠屏MIX Fold 3、小米平板6 Max、Redmi K60至尊版 猜一波MIX Fold 3折叠屏起售价叭！第一位答对的朋友送小米充电宝🔋  [组图共4张] 原图 ,2023-08-14 19:22,346,1,234
NewafbApV,先睹为快👀 OPPO 新折叠屏设计稿曝光了OPPO Find N3 Flip 依旧延续前代的布局，外屏仍然是竖向屏幕！最大的变化来自多增加了一颗人像镜头（预测为32MP的长焦），与 50MP OIS 主摄和 8MP 超广角组成了背部三摄的圆形模组，这个排列方式好像这个表情啊😯hh，不过目前看来 OPPO 这次未必想卷外屏大小，而是想做拍人最好看的小折叠了(?)同时，据说 OPPO Find N3 Flip 此次还将升级 67W 有线快充⚡️如果是真的，这或将是小折叠手机目前为止最快的充电速度                  原图                             ,2023-08-14 11:39,268,7,146
NdExg6mQM,叮🔔晚上散步记得戴Apple Watch今天有8.8全民健身日的限时挑战徽章✨完成至少20分钟的任意一次体能训练即可获得，我已经毫无悬念的用冥想拿下了hh阁下又打算如何应对呢？  原图 ,2023-08-08 19:07,291,9,156
NdEtvc9uL,怎么会有这么让人吓一跳的邀请函哈哈哈哈哈哈到底是该剪红线还是蓝线来着不过这个倒计时钟还蛮有意思的，送给正在期待Ace 2 Pro的朋友，或者喜欢的一加的朋友叭～平时还能作为一个时钟用，好酷！（从评论中随意抽出[收到]）  [组图共3张] 原图 ,2023-08-08 18:58,267,23,358
Ndsb0l6bh,iPhone 15 新机发布爆料👀  据Mark Gurman称，苹果会在下个月中旬（9月12/13日）开秋季发布会，9月22日正式发售 iPhone 15 系列。同时，这次网传iPhone还会有两款新配色，各种渲染图先看一眼[收到] #iPhone15ProMax或更名iPhone15Ultra##iPhone15将于9月12或13日发布#  [组图共5张] 原图 ,2023-08-07 11:39,1471,90,428
NcTZvusa1,刚才吃饭听到旁边的人聊天💬A：你说我到底买不买那块表啊？B： 哎呀、你真的有那个需求吗！A：有啊～我要是出去跑步你们找不到我，或者发消息我没回啊～或者它能记录我的步数啊，监测我的心率 我（竖起耳朵👂）B：？你生活有那么健康吗！A：有了就健康了！哈哈哈哈哈哈哈哈哈哈哈哈哈有多少人当初都是这么想的                                 ,2023-08-03 20:37,607,16,216
NcHPPjbds,#iPhone14被用户吐槽电池老化# 看看你的电池容量咋样？图是老谢的手机截图，首发的时候开始使用（将近一年），她平时充电习惯挺混乱的，经常低于10%充电，不过目前看起来还算可以接受？我的iPhone今天忘带了，不知道的大家咋样？  原图 ,2023-08-02 13:41,903,31,1441
NcHiMmDm7,刚刚发现高德做了一个城市积水路段的新功能，这两天网上也看到不少洪灾消息，太难受了QAQ最近雨季，如果谁正好在周边附近，可以用这个多留意一下。在搜索栏直接输入「城市名+积水地图」，可以查看过往易积水的路段。查了一下目前支持的城市有北京、泉州、杭州、南京、郑州、柳州、贵阳、保定、常州。就希望这种预防性的工具后续能够多多覆盖                  原图                             ,2023-08-02 12:19,304,21,59
Ncydp4CtR,太强了…昨天晚上我看新闻还说大兴机场淹水了，机场线地铁也停了。心想大不了在机场玩玩Switch只要能当天内回去就行结果今早我们飞机竟然提前了39分钟到达，落地一切也都恢复正常了  [组图共2张] 原图 ,2023-08-01 13:11,1073,14,72
NcnOV8IBB,来日本这边发现好多人都带这个清凉圈，连老奶奶都带，我好奇昨天也买了一个[我来了]体感确实凉凉滴，不会很刺激，属于是凉而不冰，大概像是凉水毛巾搭在脖子上的温度。然后它里面用的是一种叫做新型环保相变材料PCM，就是28度以下，比方说放在酒店冰箱的冷藏柜里，有个半小时它就冻结了🧊或者放冷冻层，15分之内就会凝固冻结。这样等出门的时候，戴在脖子上又可以吸收热量又可以用这种凉凉的感觉降温啦❄️我觉得它比较好的是，它在降温的是时候完全不会滴水，挂在脖子上也几乎没有负担，不像举着小风扇吹需要占一只手，拿特别多东西的时候就没那么方便了。冻一次大概能维持1个小时左右，不过就算化了它的体验也是稍微会带来一点降温的作用，如果长期在室内呆久一点，低于28度它还会更凉一些这东西在国内我看也有卖，被叫做不用插电的“空调”。因为平时在北京也不会像出来玩这么暴走，感觉还是出来玩买一个更挺合适，或者city walk 、远距离通勤，日本很多上班族都会戴！毕竟在特别烤得慌的时候能带来一丝清凉还是很舒适滴！不过如果要是颈椎本身不好的朋友我建议还是慎重一点啦             [组图共3张]      原图                             ,2023-07-31 10:43,1402,71,295
Ncnkf3NQZ,笑死！在便利店买到了蘑菇力和没有蘑菇的力力  原图 ,2023-07-31 09:28,583,17,74
NchYG33YJ,Vlog 70 | 在奈良遇到的小鹿让我以为走进塞尔达它们会鞠躬，也会抢劫，它们招数很多，它们更会带来忍不住嘴角上扬的甜甜快乐🦌周末最后一点时间，留给小鹿叭 迪仔Dizzz的微博视频  抽奖详情  ,2023-07-30 19:51,1362,773,779
Ncabq1vfh,终于，我夏天最大的愿望完成了（大喊大叫）（滚来滚去）超大声说晚安！！！！！  [组图共10张] 原图 ,2023-07-30 00:00,4455,120,737
NbMUy6RDc,简单看了眼昨天三星发布了新Galaxy Z系列💡有以下几点还蛮值得注意滴Galaxy Z Flip5 主打一个外屏大大大升级，3.4英寸外屏，是目前系列里显示最大的，可玩性也大大提高～🔺布局类似卡片式交互逻辑，具有小组件&九宫格视图🔺支持二级交互，包括刷视频、全键盘的信息回复，悬停用外屏自拍等等🔺个性化主题都很好看，颜值、审美这一块真的很会👌Galaxy Z Fold5 主要在性能&硬件上进一步提升🔺内外屏升级第二代动态AMOLED屏幕，内屏最高亮度提升了30%🔺手感上比前代略轻薄些许、减重了10g。特别的是，两款在铰链工艺上都进行了一次彻底的升级，改用了超闭合精工铰链（水滴型铰链），着重提升无缝闭合能力，折痕依旧存在感比较强，不过在整体尺寸、影像、续航、IPX8防水上没啥变化。售价还是挺居高不下的，Galaxy Z Flip5 先行者计划起售价8499元（8+256），Galaxy Z Fold5 先行者计划起售价13999元（12+512）#三星第五代折叠屏# 图源：THE VERGE & MacRumors             [组图共6张]      原图                             ,2023-07-27 12:46,378,24,205
NbLMPpXIk,当天冲完大阪的马里奥园区，回来就睡着了！！暴走一天真的太累了，不过有了一些经验给大家说说，可以留着以后去有个印象（这条微博评论中送出一个问号箱子给喜欢马里奥的朋友[我来了]） 🌟快速通道票临出发买，根本来不及！如果想最短时间玩很多项目，最好提前一周从官网上定，但如果只是为了冲马里奥园区，不买也能玩上 🌟买周间的普通门票，然后第二天顶着开门时间入园就好 （比方说，我们当天是8:30入园，我们8点10到现场已经在排队了） 🌟关键！把门票二维码扫描到App里，一人可以扫即可（可以扫多张），这样方便快速操作领整理券 🌟然后就分两种情况了，有的人是一入园就冲马里奥园区了。我们是一入园开始刷App领整理券，然后按整理券时间去滴，因为我们这趟只要能玩上马里奥就心满意足了 🌟手环可以买买，因为园区内除了爆好玩的马里奥赛车，其他的置景很多都是可互动的装置，拿手环顶问号箱或者砖块会有金币和贴纸累计到App里，贼有代入感！但实话说，游戏也都比较幼稚，还要排大队，好处是园区内三个小游戏通关的话可以拿到钥匙解锁隐藏关卡 🌟最大法宝！走单人通道比正常排队快好多，哆啦A梦的VR过山车和马里奥赛车，单人基本都是50分钟-70分钟，正常排队要110-140分钟 关键是这种大型项目当下竟哇塞了，也来不及跟旁边的人说话hh出来再叭叭哪里好玩能节省好多时间！ Ps.我们当天去的时候超级晒(建议带小风扇)，但去大阪环球就冲马里奥一个园区也够玩了！我们当天在里面玩了5个小时实在走不动啦！餐厅也要150分钟吃上，后面就决定回去吃烧肉了！但真的，你一走进里面就觉得自己闯进游戏世界的感觉好妙✨             [组图共9张]      原图                             ,2023-07-27 09:54,777,76,364
NbFK9A5Fo,Google翻译在这种时候真的好用极了日本真的好流行mini的东西啊 一口气能吃好多味道！ 迪仔Dizzz的微博视频  ,2023-07-26 18:31,349,12,71
NbubF6b8h,我们走着路工作人员说稍等一下，我还以为有什么问题了结果是小黄人！！！！我这算first look了叭 迪仔Dizzz的微博视频  ,2023-07-25 13:06,951,65,102
Nbu7GFGU2,星星灯买了！马里奥整理券领了！哆啦A梦坐了！除了热的啥也不是了非常完美🌟然后我们投硬币游戏还得到了一个糊涂塌客抱枕 几乎每个路过的工作人员都会比赞或者祝贺你 大阪的环球影城太带劲了[欢乐熊出没]评论里揪2位朋友，我带回礼物给各位！！！  [组图共9张] 原图 ,2023-07-25 12:56,765,14,652
NbnJbd8pY,Vlog 69 | 逢出去玩必带的数码好物！趁着这次出来玩，分享一波跟了我很久的数码好物们！灵活百变又好用啦[开学季] 迪仔Dizzz的微博视频  抽奖详情  ,2023-07-24 20:39,1621,980,898
NbcSPg7zt,天呐！首都T2机场 16号登机口旁边的景观位千金不换呀！坐在这儿吃点小零食也太带劲了！终于可以向超级任天堂世界 进发！  [组图共4张] 原图 ,2023-07-23 17:03,404,3,57
Nb3DP5vfE,哈哈哈哈哈我真的很爱买这种奇怪的东西哎感觉这块大橡皮可以撤销所有错误决定最近各位买到什么怪喜欢的东西吗我打听打听👂🏻  原图 ,2023-07-22 17:31,375,3,88
NaMaceFZJ,天啊！海底捞的这个打工人很芒绵绵冰好好吃！！！！击败98%甜品店！！！  原图 ,2023-07-20 21:01,914,41,168
NaC29bmi2,苹果刚刚发布了一个关于MacBook安全隐私的广告片，不但不严肃反而有点好笑嘞！！！骑车那段每个戴 Apple Watch 的人都懂哈哈哈哈哈哈哈 迪仔Dizzz的微博视频  ,2023-07-19 19:14,1286,310,195
NaBlMfSCS,花300块洗手指吃薯片，会更香吗？你清高，你了不起！你这个清新脱俗的洗手指机！它月销2果然是有原因的！！！咋洗？用啥洗？洗的干净不？给你看看我的手… 迪仔Dizzz的微博视频  抽奖详情  ,2023-07-19 17:30,1509,1075,998
Naye0uX6V,我今天什么运气啊啊啊啊！！！！先是早上被外卖免单了，接着因为月底想去富士山下露营在网上找人帮着预约翻译，结果对方得知我是生日月想过去再庆祝下，主动免收了我的钱钱 ps.我还是执意给了，主打一个不能让世界的善良没有回音[收到]太lucky了今天！！！！  [组图共3张] 原图 ,2023-07-19 09:32,1820,9,349
NapXLiwCN,买了一个奇怪的东西没买的人比我还好奇怎么回事哈哈哈哈哈  [组图共2张] 原图 ,2023-07-18 12:30,2252,62,322
NapuV0GW4,原来锈湖的这个《The Past Within》在Switch上也能玩啊！查了一下，这也是Rusty Lake首次在Switch上推出游戏[赢牛奶]有意思的是它还是一款双人游戏👥不需要联网！两个人一起玩，相互交换情报即可🔎 一个人选过去视角，一个人选未来。通过不同时空场景知道的线索信息交换，双双推进解谜进度～游戏平均时长大概2小时，速速告知你的游戏搭子，或者在这条评论里大家也可以相互找个搭子一起玩!!!! 迪仔Dizzz的微博视频                                 ,2023-07-18 11:19,361,54,130
NaoXydZj4,世界真的好神奇啊[欢乐熊出没]早上听一个叫明日博物馆的播客竟然有两个女孩子在研究植物舞蹈，就是会把自然学和植物学的一些研究做成可视化的艺术 很浪漫地去让大家可以了解植物，他们还做了一个网站叫做“植物低语”上一次听到类似故事，还是在洛杉矶！有朋友的妹妹在那边读研，研究蚂蚁走路🐜听她说如果遇到特别稀有的蚂蚁，抓完还要再原封不动的放回去 都好酷啊啊啊啊啊 ！大家自己在做的或者认识的朋友，还在做一些什么有意思的研究嘛🧐                  原图                             ,2023-07-18 09:57,928,68,97
Nai3laFzO,已开通eSIM的朋友不要轻易取消嗷📢最近三大运营商对各地的eSIM业务维护频繁，目前电信和移动都在各自App里提示停办了，且恢复时间未知联通先前已经停过一阵子，目前仅对部分地区恢复了办理。现在的情况是已经办理的用户暂不受影响，所以如果大家的智能穿戴设备（像是Apple Watch）已经开通了，是没问题的。一旦取消，后面啥时候能再办就不一定了...                  原图                             ,2023-07-17 16:22,272,11,123
NahlgqOiT,夸夸MOFT的这个百变磁吸贴！之前 MacBook 视频里也有人问，电脑上这一块是啥hh 它其实一面是背胶，可以贴到不同的地方。然后折叠一下就可以把iPhone磁吸上去（90度角左右非常牢固），这样就可以跟电脑完全平行且不错过任何消息⚡️哈哈哈哈哈日常漫不经心地一挂很多次都被我装到了它其实还可以配合苹果的连续互通相机功能，用手机📱后置作为Mac的摄像头！但平时用的很少啦 1080P能看见人就好了，开会真的也不想太清晰呢👀…             [组图共4张]      原图                             ,2023-07-17 14:33,408,5,141
N9PnWqkrE,#2023年你的手机折叠了吗# 投个票～各位现在或者未来会考虑折叠屏嘛？ 2023年你的手机折叠了吗  ,2023-07-14 15:23,2777,4,117
N9O1jjVgh,Emoji 15.1草案公布，或可能新增108个新表情✨（包括不同肤色）可以提前看一眼，预计最快9月能通过批准，估计到明年会陆续出现在手机上📱～如果用一个emoji来形容上半年，你是啥？  原图 ,2023-07-14 11:54,419,7,181
N9NN5kCeu,每次停车的幸福时刻到底谁发明的直线召唤功能啊 谁啊！太懂生活了  原图 ,2023-07-14 11:19,802,14,104
N9Np5xsPN,很开心提前收到爱范儿给寄的「硬糖小电拼」✨用过一段时间啦，给想了解和打算买这个家伙的朋友一些参考：）我也会在评论中抽一位朋友送出一个同款[许愿星]7天后平台开！它是一个插排&充电器二合一的设计！只有女孩子的一手大，却可以一口气给7个设备同时供电。电脑、Switch、iPhone、安卓手机都能同时充（不支持私有协议）最高支持120W，单口最高支持PD3.0 100W，所以不管充啥基本上都可以得到一个满意的充电速度⚡️️有趣的是当我需要出门的时候，我可以直接把两者分离。只带前面的一半出门，超！级！便！携！这应该也是目前市面第一次出现这种二合一的形态！值得注意的是它的电量可视化也做得很优秀，绿灯常量是通电，白色是功率状态，亮灯越多代表充电越多越快。不过如果是5口或7口同时占用会有一些发热，而随着不同设备陆续充满，功率下降，温度也会降到一个可以接受的范围。总之作为一站式充电它是一个非常极简又很实用的家伙 抽奖详情             [组图共6张]      原图                             ,2023-07-14 10:20,805,170,1246
N9Ei3bbXM,哈哈哈哈哈哈明治这是干什么呀！不过倒是怪可爱的嘞这耳机要是能买了，大家踢我一下咱一起听听👂  [组图共4张] 原图 ,2023-07-13 11:08,725,86,211
N9DGJtZbT,来啦！Apple 返校季优惠活动开始了📢！价格很合适！属于是差不多9折优惠，在此基础上买 iPad Pro 和 iPad Air 送 Apple Pencil，其他产品送 AirPods✨其中买 Mac mini 送 AirPods 2 代、其他产品都送 AirPods 3 代。具体购买资格/怎么买更快大家看图：） 如果想相互出笔或者耳机也可以在评论里礼貌交换问问看👀 #苹果教育优惠#             [组图共6张]      原图                             ,2023-07-13 09:36,629,104,449
N9yxoyhXX,荣耀Magic V2折叠屏体验：就离谱！！薄到切水果？！从折叠屏诞生到今天，厚重、手感差一直是它被反复诟病的问题...所以当我第一次把荣耀Magic V2拿在手里，我超级惊讶它到底是怎么做到这么轻薄的？？？？这简直不合理！！！所以如果这也是你好奇的原因，这支视频有一些有趣的背后故事 #荣耀MagicV2# #赵明称折叠手机进入毫米级时代# #荣耀青海湖电池跟身份证一样薄# 迪仔Dizzz的微博视频                                 ,2023-07-12 20:30,2593,3963,2869
N9wV1hnjS,盘点了一下2023年上半年发布的手机，按性能简单把这50多款新机分了四类✨后台经常有人私信问，为啥我手机3000块买的玩游戏卡，很可能是因为它的处理器（芯片）带不动～以下可以简单做个参考：）🔹低性能🔹日常消遣就玩一玩斗地主、消消乐还可以，主流游戏像是王者、和平精英都不太适合🔸中性能🔸满足基本的电竞手游体验，像英雄联盟平常能稳定个60帧左右，原神就🧄了🔹高性能🔹电竞手游平均帧都能维持在90-120，关键的团战时刻不会想砸手机了。原神画质不能开高，但可以玩了👌🔸超高性能🔸真·想玩啥玩啥。和平精英120超帧+极限画质还找不到敌人，就不是手机的问题了，原神60帧基本也都能稳定运行👑             [组图共4张]      原图                             ,2023-07-12 16:22,535,59,162
