微博id,微博正文,发布时间,点赞数,转发数,评论数
NoICdBwhw,某些新旗舰的中杯堆料挺狠，但错过了内存红利期，起步版本卡价格又要靠8GB，而前段时间子品牌中端机起步12GB，甚至大有普及16GB/24GB之势。。。。只能说上游供应链风云诡谲，市场一天一个样  ,2023-10-20 13:44,11241,49,1827
NoI8ADI3a,红米真有意思，K60系列质感在竞品面前吃大亏，现在师夷长技以制夷，质感提升要比竞品更强了  ,2023-10-20 12:31,11719,47,1434
NoHJBslqt,iQOO12真机泄露了，正如我之前所说的白玻璃+直角金属中框+圆角矩形Deco，里面的装饰性设计很像某11。配色白玻璃、黑玻璃、红素皮，迭代全系主推玻璃。  原图 ,2023-10-20 11:29,5594,28,810
NoHpho9Ku,早  ,2023-10-20 10:39,2980,17,584
NoHbmxS0V,骁龙8G3普通版提频了，1*3.3GHz X4+3*3.15GHz A720+2*2.96GHz A720+2*2.27GHz A520，GPU性能提升比CPU更大，官方数据是35％，有意思  ,2023-10-20 10:05,6281,43,847
NoGJkclro,BOE 2K峰值亮度干到了3000nit，后面用的1.5K突破3000nit，目前调光都是2160Hz PWM+单脉冲类DC  ,2023-10-20 08:56,8145,41,1123
NoAtCbb8Y,iQOO12还有一个点，戈蓝说有“顶级的对称式双扬声器”，这个挺好。这次芯片不是V3，是偏电竞向的自研独立小芯片，主打游戏超分渲染，超高分原神要来了。  ,2023-10-19 17:00,6190,38,992
NoA13gYTE,OPPO Find N3，这个价格怎么样？  [组图共3张] 原图 ,2023-10-19 15:50,29555,66,2241
NoyUh8WzN,真我GT5开启了类DC调光的内测招募，终于搞定了低亮度高频调光+高亮度类DC的护眼方案，这块1.5K 144Hz极窄直屏的小遗憾总算补齐了，后续realme还有超高素质的护眼屏可以期待  [组图共2张] 原图 ,2023-10-19 13:01,3309,27,488
NoysIeDzD,分享图片  原图 ,2023-10-19 11:53,6522,38,1328
Noy5X43QY,懂我的意思吧？小米14系列新机和澎湃OS新系统本月发布，10月首发骁龙8G3，11月初迎来第二台骁龙8G3。  原图 ,2023-10-19 10:57,10837,61,1578
NoxKsumeD,新旗舰的中杯影像选型真有意思:OV50H+50Mp S5KJN1 3X± TeleOV50H+64Mp OV64B 3X± TeleIMX920+64Mp OV64B 3X± TeleIMX966+64Mp OV64B 3X± TeleIMX966+50Mp IMX890 3X± Tele  ,2023-10-19 10:04,6974,44,1236
NoxkYz0qC,早  ,2023-10-19 09:01,5244,12,994
NorkijxHe,是的，小米14系列将首次搭载徕卡Summilux镜头，超大光圈进光量+超大底新主摄，这次的影像还是值得期待的  ,2023-10-18 17:43,15465,99,2144
Norc6fSAd,刚刚去摸了另一个未发布新机+正式版系统，各家新系统都安排了实况窗+类灵动岛动效。用起来挺丝滑流畅的，动画真不错，不过系统交互没有大改，毕竟是全系升级  ,2023-10-18 17:22,8373,39,814
Noqm3gc26,荣耀Magic6 Pro真机都泄露了，正如我之前所说，这次是居中双孔四曲屏，细长开孔塞了3D人脸识别。后置三摄Deco体积不算离谱，骁龙8G3新机全员提速，选择多多  原图 ,2023-10-18 15:14,4731,29,949
NopPbla8e,早  ,2023-10-18 13:53,2946,14,640
NopjAfzLV,早  ,2023-10-18 12:35,4025,18,702
NooSQbVAP,子系骁龙8G3那块2K直屏是新开的，边框控制很不错，亮度调光方案都有不小升级，搭配金属直角中框+新镀膜玻璃机身+透明大矩阵Deco，质感大越级。目前工程机也有粉色，而且是玻璃版本，但不清楚会不会落地  ,2023-10-18 11:30,4884,33,734
NoouTiNP1,一加12的这块2K高端定制屏代号“东方”，让加加重回兵器谱排名第一位了，直接干翻三星屏！色彩、护眼、亮度方面目前都是行业TOP1，甚至还有很多独家的技术，我再去摸摸详细参数。重塑一加7 Pro荣光，一加12义不容辞！  ,2023-10-18 10:31,10933,99,1745
Nookp0Hnm,vivo和天玑实现了70亿AI大语言模型，目前手机上的最高档，也是第一个实现这么大规模的，还有10亿AI视觉大模型，这是相当卷了。目前天玑9300娱乐兔CPU、GPU跑分，再加上APU的生成式AI，三杀骁龙8G3  原图 ,2023-10-18 10:05,9371,63,1010
Noo5Ijh7w,黑厂大折叠有一套颠覆传统折叠屏的交互系统，做了媲美Mac触摸板的四指切换桌面，用起来像是Mac加了一块手机屏，这波属于是交互越级了  ,2023-10-18 09:28,4156,23,650
NonPk38eP,早  ,2023-10-18 08:48,3301,14,703
Noi7Dz01T,刚刚发了Q3全球手机市场份额，小米呈恢复性增长态势，稳居全球第三，并且是前三中唯一正增长的品牌。小米澎湃OS今天也正式官宣，主打人车家全生态理念，首发机型小米14已经正式开始量产，透露下这次备货很猛#小米全球销量创21年Q3以来新高#  原图 ,2023-10-17 18:17,15528,113,2088
NohQbaP0Z,Canalys-2023Q3全球手机市场初步份额:1．三星20％，2．苹果17％，3．小米14％，4．OPPO 9％，5．传音9％  原图 ,2023-10-17 17:34,13899,89,1593
NogUnoQaL,明年中低端机也很卷，有直击性能赛道，上破百万跑分次旗舰平台。有聚焦影像赛道，全系长焦甚至潜望长焦。有瞄准均衡体验，安排窄边框旗舰设计……  ,2023-10-17 15:11,6208,30,848
Nogl4rQ7n,红魔新机毫无悬念地上了骁龙8Gen3，这不是重点，重点是很多人梦寐以求的一个需求它做到了，无疑又是很多人的梦中情机  ,2023-10-17 13:44,10034,53,1601
NofHajIAx,之前觉得真我骁龙8G3新机和某机差异小，现在换方案了，两个核心规格有升有降，其中一项硬件升级成了今年行业最顶的  ,2023-10-17 12:06,4906,19,683
Nofghrq9l,早  ,2023-10-17 11:00,4293,9,722
Nof1EdsyX,小米14真机图(保密壳版本)出来了，澎湃OS首秀。另外澎湃OS是「人车家全生态操作系统」。目前基于Android+自研Vela系统融合，重写底层架构，后续各种设备都会逐步切到澎湃OS，主打全终端万物互联。  [组图共3张] 原图 ,2023-10-17 10:24,23728,164,3166
NoeTng5Rf,小米澎湃OS，小米14系列首发搭载，新机新系统即将登场。 #小米澎湃OS#  原图 ,2023-10-17 10:03,17961,132,2145
NoeGrAQ6Q,又摸了一下后天要发的大折，屏幕峰值亮度干到了2800nit，行业最高了。可折叠次数更是直接把各家卷没了，倍杀竞品  ,2023-10-17 09:32,7271,26,831
NoetB3Qp2,vivo的大模型在OOS4落地，类似微软Copilot的形式单独做了个从侧边栏呼出的浮窗，跟集成在语音助手上的模式不太一样，AI数据量和系统融合做得不错，全员智能化系统  原图 ,2023-10-17 09:00,4183,41,575
No7LT0Chz,分享图片  原图 ,2023-10-16 15:56,8225,40,1239
No75JFw0U,Yes！努比亚新屏下要来了！骁龙8Gen3  ,2023-10-16 14:12,6435,45,1089
No6QmFAl9,加加有个中低端机在测试1.5K柔性屏+台积电N4平台的SM7550，天玑次旗舰平台不用了，全面拥抱高通  ,2023-10-16 13:34,4799,19,546
No65J1SDR,小米14这代热度有点高，核心参数规格都聊过了，基于现有信息，这次你们会蹲小米14还是小米14 Pro？  ,2023-10-16 11:39,16298,91,4008
No5K57E3E,阿蓝自研操作系统目前用于iOT智能终端设备，iQOO12系列、vivo X100系列等新机预装Android 14底层的OriginOS4。自研系统未来会不会上手机端说不好，各家都有所预案，但短期内不会剥离Android/AOSP生态圈。  ,2023-10-16 10:46,8457,61,1128
No5sQ3mXV,早  ,2023-10-16 10:03,3998,13,812
No55ew9SQ,OOS4新系统定档11.1，部分自研技术方案落地。另外阿蓝高管已经暗示过了，X100系列想要直屏的话，可以再多等等，直屏影像机的有力竞争者再加一个  ,2023-10-16 09:05,5278,45,1161
NnPz2rwM7,几家主流屏厂都没开小尺寸LCD新产线，这意味着单开定制成本不亚于公版1.5K，1080p又竞争不过，所以后面LCD新屏新机比较少，有些经典系列也要切OLED  ,2023-10-14 17:35,9316,56,1179
NnOY9ngzI,早  ,2023-10-14 16:04,5316,14,805
NnN9cbs88,内存物料价格上涨，24GB+1TB超大内存的普及之路放缓，部分子系迭代新机还是会硬着头皮上，主品牌的顶配就更多还是16GB+1TB，应该都够用吧  ,2023-10-14 11:25,13020,89,1759
NnMpOehEr,加速加速加速，iQOO12系列提前到11月上旬，vivo X100系列提前到11月中旬，四款新机已全部入网。  ,2023-10-14 09:34,10984,64,1728
NnGHkrEOv,欧加和京东方也开始深度合作了，安排了新基材的2K和1.5K新屏幕，全员超高频调光和超高峰值亮度，硬素质顶了上去，后者还拟定有直曲双方案  ,2023-10-13 19:00,8777,35,1110
NnFI0Af6A,粉色素皮好看吗  原图 ,2023-10-13 16:29,4669,27,990
NnF7T5wt3,2440mAh*2＝4880mAh/5000mAh Typ+120W 2490mAh*2＝4980mAh/5100mAh Typ+120W👖  ,2023-10-13 15:00,5232,24,785
NnEFacWnS,小米13的边框控制放到2024年依旧能打，希望可以下放给红米，极窄大直屏+方形镜头模组，再加强电池盖镀膜，换成金属中框，做个类似友商的液态金属灰，那应该还是挺不错的  ,2023-10-13 13:49,8007,29,927
NnDPq4GKL,一加折叠屏的主摄是LYT808，48Mp双层晶体管大底主摄，64Mp OV64B潜望镜支持3X光变/6X无损变焦，2K+120Hz BOE屏幕支持1440Hz PWM，峰值亮度2800nit，100W充电头/67W快充，不支持无线充，11.7mm/6mm/5.8mm，239g/246g，OxygenOS13。  [组图共3张] 原图 ,2023-10-13 11:42,3366,37,718
NnDuwA09O,小米20V 5A-100W快充头入网了，大胆猜测这个新协议是给明年新旗舰准备的，搞个大电池方案搭配100W有线充+50W无线充。  原图 ,2023-10-13 10:51,4533,24,673
NnD7PcG4P,上游搞了个骚操作，内存和存储白菜价的时代要过去了，想买大内存大容量的抓紧看看已有产品吧，接下来新旗舰可能又要涨价了，部分起售价预估上浮300-500  ,2023-10-13 09:55,14944,150,1953
NnxQMutjr,荣耀Magic Vs2，这价格可还行？  [组图共2张] 原图 ,2023-10-12 20:29,11259,35,1530
NnweCu7JP,iQOO12大致可以看作X100直屏版，但是嗯额，明年有惊喜  ,2023-10-12 16:22,7536,37,1321
NnvA4ssHG,天玑9300目前频率是1*3.25GHz X4+3*2.85GHz X4+4*2.0GHz A720。骁龙8G3目前频率是1*3.19GHz X4+5*2.96GHz A720+2*2.27GHz A520。发哥整体跑分比通子高个10％±  ,2023-10-12 14:42,7628,47,1119
NnuTVCq8b,"一加12那块BOE新基材曲屏的素质还可以，6.82""±3168×1440p 120Hz LTPO，目前低亮度PWM调光频率2160Hz，全亮度落地方案会有些许调整。屏幕形态和边框控制参考X6P。顶配24GB+1TB，配色黑/白/绿。  ",2023-10-12 12:58,5425,52,1323
NnusOzaJa,量产落地的粉色真的很好看，搭配刷记录的1mm级别极窄屏，马达是有一定升级的未公开新型号，新系统主打一个丝滑流畅，底层修改应该不少。哦，我说的是iPhone15系列  ,2023-10-12 11:52,12265,86,1562
Nnu6GmGKG,早  ,2023-10-12 10:57,4927,18,1060
NntFVbuEf,今年骁龙8G3新机的发布时间提前太多了，比天玑9300新机提前了近一个月  ,2023-10-12 09:51,8871,27,1553
Nnozfdktc,骁龙8G3新机陆续要开始预热了，小米14系列、一加12、iQOO12系列、真我GT5 Pro、魅族21系列、红魔9系列、荣耀Magic6系列、Find X7系列等等，这波首批机型你们期待哪一款？  ,2023-10-11 20:51,15180,112,2904
NnmGwA28o,时隔多年华子和耀子顶峰相见了，拿下9月国产机销量TOP2。华为Mate60系列已经奔着200W去了，它和荣耀X50都是爆款，可能星环设计真有销量玄学加成😂  ,2023-10-11 16:03,18585,100,2787
NnlKRrHaP,子系开了个高密度新电芯5380mAh Min/5500mAh Typ  ,2023-10-11 13:41,6058,23,585
Nnle45tlI,JN1长焦微距暗光直立长焦 VS OV64B暗光潜望长焦你们猜哪个成像质量更高  ,2023-10-11 12:21,7750,27,1306
NnkP2x5Iu,1.5K直屏中杯的马达是1016，IP64防尘防水👖  ,2023-10-11 11:19,6085,24,1022
Nnkhd6Ui0,红米某懂自懂系列新机入网，备案型号2311DRK48C，配备全新90W快充头，主打一个百瓦级闪充大电池方案。这机子也有不少差异化参数，可以蹲蹲看。  原图 ,2023-10-11 09:56,6738,33,980
NnfGosflE,一加Open，感受一下:  [组图共6张] 原图 ,2023-10-10 22:14,4972,61,1067
NndZX5QI3,"今年部分新旗舰的影像不会那么用力，比如有一家的主摄可能会从1英寸级别的超级大底换成1/1.4""±，不过用了双层晶体管技术，三摄多焦段的拍照体验也挺好的，主要是可以做得更轻薄  ",2023-10-10 17:57,6656,39,965
NncZR6MkL,TOP5又有一家特别版测试了卫星通讯技术，外挂国产芯片，这个旗舰系列产品是年底登场，希望可以顺利落地吧。  ,2023-10-10 15:24,8228,36,1129
NncfZ0alY,无塑料支架四边极窄直屏+金属中框+后置方形矩阵双版本Deco，全系5K+百瓦级闪充大电池方案、2K新基材直屏、50M大底主摄、高规格防尘防水、小中焦等  ,2023-10-10 13:31,4689,34,845
NnbNWp1wi,蓝厂系迭代全员百瓦大电池，5000mAh、5100mAh、5400mAh等，120W、120W+50W、100W+50W……  ,2023-10-10 12:21,4155,24,795
NnbjS44A0,加加12有白色玻璃版本，亮面镀膜有点像漫反射工艺，手感挺好的，三维重量大致参考FX6P。镜头像之前说的那样，设计思路不变，融入腕表的双层设计，质感不错。  原图 ,2023-10-10 11:07,4741,35,898
NnaTOzqhX,早  ,2023-10-10 10:03,3233,12,609
NnasmgSOA,草，X7P又看到一个四摄版本，后置超大圆镜头模组，潜望镜在居中位置，2K居中单孔微四曲屏不变  ,2023-10-10 08:56,4151,29,889
Nn5f7qdeX,现在再看iQOO11S，有些规格真属于是史诗级加强，2K直屏和200W快充都是越级参数，越绝代了  原图 ,2023-10-09 19:39,5158,36,936
Nn3THqn0w,MIUI历代大版本回顾，那一代是你们的最爱呢  [组图共9张] 原图 ,2023-10-09 16:14,18685,483,2607
Nn3oNoPg7,所以接下来迭代中端机卷上了1.5K/2K新基材国产屏、金属中框、50Mp大底主摄+2-3X直立中长焦、5K+百瓦闪充方案、骁龙8G2平台，感觉已经够用了  ,2023-10-09 14:58,5330,30,780
Nn2Xx29hY,基本确定了，MIUI14会是MIUI的最后一个正式的大版本。作为MIUI的封箱作品，MIUI14算是一个优秀的“毕业设计”了，基础体验妥妥行业第一梯队，只有动效还在拖后腿。希望新作能把这个短板彻底消灭掉！  ,2023-10-09 13:50,33803,904,4168
Nn2KftM2X,ColorOS14正式版，感觉挺丝滑流畅的  [组图共8张] 原图 ,2023-10-09 13:18,8224,75,1372
Nn25F5kWw,虽然实验室搞定了200W+5000mAh±，但落地成本和稳定性都是问题，年底这波骁龙8G3新机最高也只有120W，iQOO没有上200W，真我也没有上240W。  ,2023-10-09 11:38,6459,36,1070
Nn1CBoXdq,荣耀Magic Vs2，2K高刷护眼内折大屏+3.0GHz 骁龙8+Gen1+16GB+66W充电器，50Mp f/1.9-f/2.4，16mm-62mm，2.5X人像中焦，侧边指纹。定价和轻薄程度都是瞄准直板机，不过官方渲染图没有注塑断点？  原图 ,2023-10-09 10:26,3366,32,610
Nn1gPgCDK,OPPO大折叠硬件堆料很有意思，除了之前早就说过的双层晶体管和超大的16GB+1TB，这次还直接用芯片做系统保护，硬件上了国密二级安全认证的独立安全芯片，定位也有所调整  ,2023-10-09 09:32,6098,29,647
Nn0Wjy9wQ,全系50Mp OV50H OIS+50Mp JN1 UW+64Mp OV64B OIS 3X± Tele👖  ,2023-10-09 08:42,4461,19,955
NmUE3cka1,骁龙8G3新旗舰的细节规格就是IP64防尘防水，超薄光学指纹，0916基础上再增强的X轴马达振感调教非常舒服  ,2023-10-08 16:40,8833,39,1186
NmU3Z8C4o,"OV50H官方技术资料写的1/1.28""，之前我发微博基本都有标注±，因为装机略有差异，新机宣传可能会按实际成像尺寸大概是1/1.3""，当然也属于超大底范畴。IMX966/IMX9xx是竞品主摄，50Mp± 1/1.4""±，开始压宝。  原图 ",2023-10-08 15:12,5279,32,815
NmTz0sNp0,欧加系目前没有普及IP68的想法，它们先在中高端线普及竞品没有的超薄光学指纹、大尺寸X轴马达、小长焦、潜望长焦等等  ,2023-10-08 13:55,6907,35,1126
NmSW3CCNT,早  ,2023-10-08 12:19,5073,31,841
NmSuSe1YA,早  ,2023-10-08 11:12,3560,14,597
NmS320tE4,天玑9300最新样机频率3.25GHz±，CPU调度是1*X4+3*X4+4*A720，Immortalis G720 MC12。具体跑分内部不让放，反正娱乐兔V10 CPU/GPU双杀骁龙8G3，GPU高一丢丢(可能有误差)，能耗先不说  ,2023-10-08 10:04,7935,66,1255
NmRAVDaIa,骁龙8G3新机的影像方案中都有50Mp JN1，中杯大杯都用它做副摄，整套传感器没区别，懂我的意思吧  ,2023-10-08 08:54,7774,21,1137
NmLEaCkSY,透露个消息，荣耀赵明提的更多超越想象的折叠屏产品马上就来了，荣耀Magic Vs2下周发布，材料上大幅应用「稀土镁合金」，重量厚度领跑友商，耀耀领先！  ,2023-10-07 17:46,7147,137,979
NmLjTD9qE,某骁龙8G3新机的跑分看看吧，娱乐兔V10 200W±，CPU 44W± GPU 84W±，样机是16GB LPDDR5T(实际落地只能上LPDDR5X)+1TB UFS 4.0增强版。tips:骁龙8G2 160W±，CPU 38W±，GPU 60W±，CPU理论提升不大，ARM背锅警告，自研GPU提升还行。  ,2023-10-07 16:56,8377,50,1108
NmKG3AYbm,9月中国市场国产手机销量，华为重回第一。  ,2023-10-07 15:18,41502,735,4764
NmKeJg22j,汇顶单点超声波指纹确实比高通方案便宜，但全系标配是不可能的，接下来好几个旗舰新机的中杯大杯还是短焦光学指纹，先普及超薄指纹再说吧。。。。  ,2023-10-07 14:11,5537,34,907
NmJthlY20,阿蓝的超大杯灭霸确定得春节后，着急可以考虑大杯，新技术加持的三摄影像同样很顶，电池非常顶  ,2023-10-07 12:14,6675,65,1545
NmIXZl13e,"骁龙8G3新机新主摄IMX966 OIS，这颗镜头不是双层晶体管工艺，50Mp± 1/1.4""±，OV64B 3X暗光潜望镜的旗舰算法也有点东西，这套方案还会向下大普及  ",2023-10-07 10:57,4630,32,838
NmIc4yVAw,早  ,2023-10-07 08:58,4244,15,1169
Nmsv5fhnL,骁龙8G3系列奇迹的配色还是挺丰富，工程机的白/黑/粉/钛灰，玻璃/陶瓷版本都可以考虑。然后中杯这次集成度很高，不少传感器做了屏下处理或者塞到边框  ,2023-10-05 17:01,9332,59,2033
NmhKXfeyJ,Ace2 Pro在3K价位段的销量远超内部预期了，一加12也被寄予厚望，屏幕、影像、性能、快充电池都堆满，这代如果能够站稳4K价位段，那么下代的Pro产品线有望回归，再次冲高端  ,2023-10-04 13:40,11676,67,2240
NmgGa76PK,小米这个新充电头不错，支持单口120W，双口67W+67W/100W+33W，三口45W+45W+50W/65W+65W+10W/100W+20W+20W。新增20V-5A 100W快充协议，有点意思  原图 ,2023-10-04 10:56,13323,91,1501
Nmg5X2Fzv,早  ,2023-10-04 09:26,4677,20,1090
Nm7pqaF6B,"7.82""2268×2440p 120Hz OLED+6.31""2484*1116p 120Hz OLED，Snapdragon 8 Gen2+16GB+1TB，32Mp/20Mp-Front，48Mp+48Mp+64Mp 3X Tele-Back，4805mAh+100W+…………  原图 ",2023-10-03 11:20,4940,49,1153
NlXIsmZkh,荣耀X50系列的小改款要来了，渲染图懒得画了，大致的设计就是X50正面+Mate X3背面，爆款预定  原图 ,2023-10-02 10:39,14901,113,2005
NlIpv18G0,这两个配置选型，你们喜欢哪个？A，1.5K屏+3X潜望长焦  B，2K屏+2X直立长焦  ,2023-09-30 19:41,11311,53,3045
NlGX5qmCe,红米K70系列和Note13 Turbo爆款预定，配置选型很有意思，特别是后者，相较于竞品狠狠越级  ,2023-09-30 15:59,15950,83,2378
NlFSU15PL,vivo X100 Pro，或许是迭代大杯里影像最顶的，超级大底主摄、大光圈、全新光学镀膜、暗光潜望镜、超长焦微距等等都安排上了，有玻璃有玻璃有玻璃。  原图 ,2023-09-30 13:15,6579,101,2113
NlEO2wh55,今年1月发的Find N3 Deco，9月终于有真机流出了，10月发布的全能轻薄大折叠，详细外观配置我都讲过。这个超级大圆镜头可以画圈圈记重点，Find X7系列也是类似的设计方向，最新镜头方案有所调整。  [组图共2张] 原图 ,2023-09-30 10:31,3834,40,776
NllZDDycO,转关抽100个铁粉平分8888元，祝大家小长假玩得开心[赢牛奶]  抽奖详情  ,2023-09-28 10:37,19717,23662,26128
NleK7ncAP,中杯马达升级了，比0809强……  ,2023-09-27 16:10,8652,48,1597
NldDS9P5f,是的，酷酷真真加加的骁龙8G3新机都安排了素质不错的潜望镜，真真的潜望镜甚至下探到2K价位段。  ,2023-09-27 13:22,9071,35,1390
Nld2e8Lv3,ColorOS14的国际版OxygenOS14，核心新特性就是文件中转站、智能抠图、全息音频、多屏互联、气泡统治、灵动岛智慧窗等，UI没有什么大变化。国内暂定发布会11月，但大概率会提前推送正式版  [组图共3张] 原图 ,2023-09-27 11:49,7761,55,1039
NlcwRwOMj,骁龙7+Gen2+1.5K+16GB+1TB即将杀进2K，哈人……  ,2023-09-27 10:31,11718,69,1845
NlcnG1AEY,早  ,2023-09-27 10:09,2679,22,667
NlbRUlYBk,小米14 Pro入网了，备案120W快充头，这机子看点就是屏幕和主摄方案，以及行业全新工艺材质版本。小米Watch2 Pro也入网了，eSIM 4G LTE全智能手表，具体配置信息看上一条。  原图 ,2023-09-27 08:51,8732,57,1704
Nl7sZuI7C,"小米Watch2 Pro:1.43""466*466p OLED 46mm圆形表盘，大猩猩玻璃盖板+不锈钢机身，4nm骁龙W5+Gen1+2GB+32GB，支持4G LTE通信，500mAh/55h，支持150种运动模式+心电监测+心率跟踪+体温监测+睡眠跟踪等，5ATM防水，双频GNSS，47.6×45.9×11.8mm/54.5g。  [组图共2张] 原图 ",2023-09-26 21:38,5281,47,1354
Nl72M7pVc,骁龙8G3系列换方案了，全 系 潜 望 镜 👖  ,2023-09-26 20:34,426,2,48
Nl6QicEJ5,草，竞 品 全 员 潜 望 镜，「全 员」  ,2023-09-26 20:03,10653,58,1690
Nl5FUsJFe,K70 Ace3 Neo6目前工程机都是金属中框，我裤去塑料支架就晚了，接下来这波中端机去塑料中框的浪潮不会又赶不上吧？！  ,2023-09-26 17:05,8479,52,992
Nl4LSr9EI,骁龙8 Gen3 QRD GPU跑分，GB6分数相较于前代直接提升50％，这个数据我在4月份就预告过。但是！跑分归跑分，实际提升没有这么大，这代属于常规迭代，台积电N4P稳扎稳打，但GPU依旧遥遥领先  [组图共3张] 原图 ,2023-09-26 14:47,7635,49,1126
Nl4jS8Ca9,加加12真机摸了一下，手感还不错，马达真爽，超大电池的厚度重量控制都还行，能接受X6P肯定能接受它，均衡大钢炮  ,2023-09-26 13:38,4942,34,1063
Nl3NGmdui,Note13系列首销数据出来了，一小时41万台，不愧是小金刚。旗舰级外观和质感、1.5K高素质柔性直曲屏、IP68防尘防水、2亿大底主摄三大点都打出来了，彤价位最佳！  [组图共2张] 原图 ,2023-09-26 12:18,9680,53,1223
Nl3tp3f1B,骁龙7G3-SM7550同样是基于台积电4nm，CPU换新ARM架构，延续传统7系打法，设计性能就是兔子跑分V9 90W±水平线，小米、荣耀、欧加系等等都会用  ,2023-09-26 11:28,4556,21,584
Nl2VXyVHY,加加Ace3目前看起来的核心升级点:IMX709 2X小长焦，金属中框，5500mAh百瓦大电池，依旧骁龙8G2。  ,2023-09-26 10:06,4710,30,867
Nl2vwq0Wr,子系骁龙8G3挺均衡的，目前工程机就是2K新基材国产直屏，没有塑料支架的极窄屏设计，金属中框+新玻璃机身(CMF成本提到三位数)，50Mp OIS大底主摄+小中焦，5K+百瓦级闪充大电池，该有的都有～  ,2023-09-26 09:01,5713,32,1097
NkY9w13Ye,iPhone15 Pro Max用了一下，感觉最大升级是手感，钛合金微弧中框轻了近20g。5X潜望镜还行吧，常规5X小底水平。续航貌似比前代差一点，A17 Pro背大锅。。。  [组图共3张] 原图 ,2023-09-25 21:56,3647,26,663
NkXwbfTsH,各家新系统的发布节点似乎差不多，XX新系统暂定10月底，ColorOS14暂定11月初，OriginOS4.0暂定11月初，MagicOS8.0暂定11月中下旬，可能会跟随手机微调  ,2023-09-25 20:19,8745,46,1648
NkWcrj1Xb,华为Mate60 RS ULTIMATE DESIGN 非凡大师，16+512GB-11999，16+1TB-12999，麒麟9000S 5G。  原图 ,2023-09-25 16:57,7620,59,1141
NkW3H4lxs,华为MatePad Pro 13.2，这价格可还行？  [组图共2张] 原图 ,2023-09-25 16:36,10777,36,1809
NkVYov8Hh,华为Mate60 RS ULTIMATE DESIGN，刘德华 X 非凡大师，玄武黑和赤红瓷配色，这 真 高 端  原图 ,2023-09-25 16:23,5097,44,881
NkVH8bD2s,华为MatePad Pro 13.2，简单划拉了几下，确实非常非常丝滑，麒麟9000S优化真顶。  [组图共6张] 原图 ,2023-09-25 15:40,9845,49,1131
NkVuKcAzW,华为新品牌ULTIMATE DESIGN 非凡大师，取缔保时捷设计，第一款手机产品——Mate60 RS，刘德华代言！！！  [组图共2张] 原图 ,2023-09-25 15:10,13262,141,1194
