微博id,微博正文,发布时间,点赞数,转发数,评论数
NoiidakVc,晚上一顿石锅拌饭。#小泽吃饭联播# 配合烤牛肉和海鲜葱饼。这个海鲜葱饼我第一次吃觉得很熟悉，但想不起来，后来发现和我姥姥以前给我做的摊鸡蛋饼很像。就是那种薄薄面糊上边一层鸡蛋，也没什么其他多余，就是鸡蛋的香味。很简单的食物，是小时候的味道。  [组图共4张] 原图 ,2023-10-17 18:43,550,3,88
NofUFo6Iw,理想 Mega 今天正式公布了外观设计。这种 MPV 我目前没有购买需求，但按照之前 L 系列的更新逻辑，是不是可以理解为理想会在接下来推出图 2 造型的 SUV 纯电车型？这样对我的吸引力就非常大了。  [组图共2张] 原图 ,2023-10-17 12:39,1868,84,512
NofAM5E40,【苹果今天宣布向中国新增 2500 万元捐款】这笔捐款是苹果通过与中国乡村发展基金会合作，主要用于帮助中国的农民，以及学生。库克的原话是 ：“苹果致力于支持中国各地的教育项目，并为农人和学生提供技术支持，因为教育能改变很多人的命运。”在这笔捐款之前，苹果在中国捐款已经累计超过 2.5...全文 原图 ,2023-10-17 11:50,6067,170,462
Nof5EuywL,前阵子做了脚部黑色素痣切除。一直有个黑色素，好几年没有变化，我就趁着之前的假期给切掉了。本来以为一周就能恢复的活蹦乱跳，结果因为开刀缝针，需要 14 天才能拆线，拆完线估计还要半个月才能恢复运动能力。（长这么大第一次缝针）半个多月不能运动，这两天量了一下体重，好家伙直接胖了四斤...全文 ,2023-10-17 10:34,576,20,257
No8YwqY9p,【 索尼电视 A95L 评测：画质新高度 】A95L 采用了量子点 OLED 技术，如果大家最近关注诺贝尔奖，今年的诺贝尔化学奖就颁给了研究量子点技术的科学家。这种屏幕的最大特点是可以在兼顾 OLED 像素级黑色的前提下，将峰值亮度提升到 2000nit，同时达成最黑和最亮，从而带来超高对比度，超多颜色的显示...全文 ,2023-10-16 19:00,2302,5508,1224
No8OS4Qf3,说出都没人信。#小泽吃饭联播# 由于老边饺子家的凉菜比较贵，一份普通的拌凉菜要 40 块，我就想着从老边饺子点一份三鲜虾仁的饺子，然后从东方饺子王点个酱牛肉，再点个果仁菠菜（这俩加起来还没有老边饺子一份凉菜贵。分开点成本低，吃的反而更丰富，是个不错的方案💡没想到，两份餐送到了，...全文 [组图共6张] 原图 ,2023-10-16 18:36,1032,13,226
No8jRy8qo,走在路上突然听见对面大哥对着电话那头发火：“你怎么现在才想起来告诉我？！这是要掉脑袋的！”不知怎的，我停下了脚步👀👂  ,2023-10-16 17:19,1770,15,157
No6AQ0ezF,趁着麦乐送板烧十一块钱多吃几次。#小泽吃饭联播# 今天没加酱多加菜，蔬菜的新鲜程度还是让人满意。不过板烧的不足就是拆开包装纸看到的永远是面包底部，拍吃播的时候麻烦一些另外这个红烩鸡翅真好吃，可能达不到新奥尔良那种凭一己之力改变烤鸡市场的高度，但香气浓郁，口感控制的也很好。...全文 [组图共6张] 原图 ,2023-10-16 12:56,624,15,151
No6gF7LKj,扫地的时候看到地图上生成一个 💩 整个人心里咯噔一下子。后来去看了一眼，应该是误识别虚惊一场。这个功能的推出，背后应该也有无数家庭的血泪心酸往事…  [组图共3张] 原图 ,2023-10-16 12:06,971,18,152
No63QfhZn,【日媒：苹果即将发布 Apple Pencil 3 】据爆料，新款 Apple Pencil 3 将配备磁吸式可替换笔尖，用户可以针对不同的绘画类型，替换不同能力的笔尖，从而达到最好的书写效果。至于很多同学关注的 iPad Air 和 iPad mini，目前彭博社最新的消息是 “苹果确实在计划新的 iPad 产品，但本月不会发布。...全文 [组图共2张] 原图 ,2023-10-16 11:34,860,41,221
NnZfafVje,晚上宫保鸡丁 + 西红柿炒鸡蛋 + 昨天剩的烤排骨。#小泽吃饭联播# 今天的西红柿炒蛋翻车了呀，买一个炒菜赠送一个西红柿蛋花汤。这家记在小本子上，这个菜下次不能点了…米饭是真不错，粒粒分明，粒粒 Q 弹。  [组图共6张] 原图 ,2023-10-15 18:13,704,9,151
NnQOo4yxm,今日晚餐：炸猪排饭 + 烤排骨。#小泽吃饭联播# 胜博殿的优点就是品质超级稳定：猪排的厚度和松嫩程度、米饭的 Q 弹程度、高丽菜的新鲜程度，永远不让人失望。而且猪排外的面包糠非常薄，酥脆却不油腻。其实今天本来买了盒马的羊排，原计划自己在家烤烤，但突然想到拍食物这个教学小视频，就被迫...全文 [组图共8张] 原图 ,2023-10-14 20:45,1109,22,166
NnQlMhtwH,【小教学】如何用 iPhone 拍出更好看的美食照片？ #小泽吃饭联播# 钟文泽的微博视频  ,2023-10-14 19:35,7823,1230,425
NnGVEsdzy,十一黄金周之后的第一个周五，吃一顿饺子。#小泽吃饭联播# 连续很多顿选择老边饺子，确实和东喜新三家拉开差距了，15 个大虾仁让人如何拒绝。配合拌凉菜，小白菜鸡蛋豆腐汤，腊八蒜，组成今日晚餐。一醉方休酒是冰红茶。  [组图共6张] 原图 ,2023-10-13 19:36,804,11,148
NnEnEcwep,爸妈家的石头 G20 扫地机器人前两天发现机器人缓慢滴水，就联系了京东石头自营店的客服。售后过程是：① 先发了滴水的小视频给客服。② 京东石头客服联系了顺丰上门取走了扫地机器人，给他们售后检查。（运费他们负责）③ 收货后一天时间检查，确认有问题，直接给换了一台新的。④ 今天早上...全文 [组图共2张] 原图 ,2023-10-13 13:06,865,29,276
NnDVcuoXq,谁能拒绝一枚 11 块钱的板烧鸡腿堡呢？#小泽吃饭联播# 经典就是经典，确实好吃，感觉新出的麻酱芝士那款就是为了衬托原版板烧有多经典。另外又点了意大利红烩鸡翅，打听了一下，这个鸡翅是先蒸后烤再炸，西红柿🍅味道很浓，我还挺喜欢。抓紧时间吃，不知道什么时候就下架了。  [组图共6张] 原图 ,2023-10-13 11:56,911,18,227
NnybteqJJ,《超异能族》 一部跳出套路的超级英雄剧集，剧情之巧妙，故事之细腻，打斗之精彩，应该是近期最佳。演员阵容更是豪华爆表，超级推荐，没看的一定要看。#小泽看电影# ① 不超级英雄的超级英雄连着看了十五年的漫威，超英套路都熟悉的不得了，但这部剧真的跳出来了。 几个主角的特殊能力大家都熟悉，不死身（金刚狼）、超强破坏力（绿巨人）、飞（超人）、操控闪电（暴风女），好像挺老套，但最神奇的是把剧情着重在了超级英雄做普通人的一面，讲超级英雄面对生活琐事的困扰。我看这部剧之前从没想过“金刚狼如何赚钱养活自己生计”这个问题，在这部剧里给出了一些答案：碰瓷，趁司机不注意往车底下躺每一个角色都拥有属于自己的一到两集专属故事，讲自己的过去，讲自己的现在，勾勒出一个清晰的人物。有一点 “超级英雄下班之后生活”的感觉。我认为精彩程度超越了十七年前的经典美剧《英雄》。② 精彩的动作戏拳拳到肉+ 凌厉剪辑 + 反重力动作，有点《谍影重重》和《黑客帝国》两种风格结合在一起的感觉。近期看过最好的动作打斗场面。我特别喜欢前几集 Frank 执行任务那几段打斗，暴力美学。最后大决战那段，莫名觉得像《七龙珠》漫画的打斗场景。③ 超豪华阵容在一部电视剧里能看到这么多电影级别的明星，真是没想到。柳承龙、赵寅成、车太贤、韩孝周，金成钧，柳承范，想把这几位在一部电影里聚齐都不容易吧？迪士尼这是发动了什么钞能力???最重要的是还给每个人安排了单独的剧情，明星阵容一点没浪费。我最喜欢柳承龙和车太贤，能在最新的影视剧里看见从小就喜欢的演员依然贡献精彩的表演，感觉很幸福。④ 大结局不给力超级英雄电影的致命弱点，就是平衡性。大决战已经有点不太好圆了，一会很强一会很弱，一会打一下就晕，一会异常抗揍，这部剧没给五颗星，就是我认为决战比较潦草。朝鲜可以发出龟派气功的老哥，压迫感很强，但太刻意，且破坏平衡性。总的来说，结局算是把故事讲完整了，留下了第二季的引子，但把这些演员重新聚在一起估计非常有难度。后半段反战的观点也很强，无论是北朝还是南韩任何一方的行动，最终受苦的都是普通老百姓。⑤ 太甜了啊这个剧最最最最要命的，就是拍这一对高中生谈恋爱。就是说，谁能扛得住高中那会晚自习翘课去便利店吃拉面；谁能抗住他俩放学一起吃超大炸猪排；谁能抗住男生陪女生去体育馆训练，两个人之间那种小情愫；谁又能抗住女生特意跑到男生家里楼下，就跟他说一句 “我想你了”。不是“我爱你”，不是“我喜欢你”，而是一句学生时代互有好感恋人未满的 “很想你”。把异于常人的超能力反倒淡化成生活中的琐碎小事，深入挖掘超级英雄作为一个人最简单纯粹的情感，是这部剧集最成功，也最打动人的地方。             [组图共9张]      原图                             ,2023-10-12 21:20,1690,171,313
NnxCj2Mj0,评测一下小米电磁炉。#小泽吃饭联播# 涮的肥牛，没涮羊肉。另外之前在火锅店发现涮酸菜很好吃，于是买了一小把酸菜，这个涮火锅确实很好吃。我爸主动要求买了一只螃蟹做锅底 🦀我自己涮火锅的话基本不需要锅底，清水涮也觉得很好吃，但爸妈他们还是习惯加点火锅底料。  [组图共9张] 原图 ,2023-10-12 19:53,767,24,187
Nnwoz8ukk,《大宅门》永远是我最爱的电视剧集，没有之一。郭宝昌导演一路走好。  [组图共4张] 原图 ,2023-10-12 16:47,2243,151,206
NnuO1cTxV,中午尝试了麦当劳新出的麻酱芝士板烧鸡腿堡。#小泽吃饭联播# 比预想中麻酱味道要弱一些，没有腻香糊嘴感，芝士味道也比较弱，口味上带一丝丝辣味。总体评价就普通，肯定进不了常驻名单，但 0 油工艺我估计会保留，毕竟和现在主打健康饮食的理念吻合。比较让我惊喜的是麦当劳终于有烤翅了👏麦当劳太需要一款常驻烤翅了，让大家在不想吃炸翅的时候有第二选择。这个意大利红烩味道很浓郁，而且鸡翅外皮烤的有一点脆脆的，和新奥尔良那种嫩嫩口感不太一样。很喜欢。另外发现这个新品促销阶段真便宜，麦乐送吃出了去店里的价格。明后天再尝试一下 0 油那款。 （大家评论区提醒：板烧一直是 0 油）             [组图共9张]      原图                             ,2023-10-12 12:44,858,38,208
Nnu5gjjeH,【 苹果 90 分钟提升专注度视频：跟我一起学习 】似乎是一种目前流行的学习方法，帮助大家提升专注力减少干扰。由视频主播陪伴观众一起进行学习全过程，进行三个 25 分钟的不间断学习（工作），并在 25 钟持续学习后休息 5 分钟，进而调整状态。这支视频中苹果邀请了《网络谜踪 2》的女主角 Storm Reid 陪大家一起学习（用的应该是 15 寸 MacBook Air），在学习间隙休息的时间段，甚至还出现了吃播，我也是没想到伴学视频中除了有模拟真实的轻微环境音之外，还搭配了更适合学习的 lo-fi 音乐，帮助大家提升注意力。学生党可以收藏这个视频，下次去图书馆或者自习室学习的时候，可以通过这种方法学习试试。 钟文泽的微博视频                                 ,2023-10-12 10:54,1881,577,144
NnnUEdffV,晚餐是滑蛋虾仁牛肉饭 + 豉汁蒸排骨 + 白灼菜心 + 酥皮叉烧包。#小泽吃饭联播# 一醉方休是椰子水。现在越吃饭就觉得粤式港式的轻烹饪方法越好，保留肉类和蔬菜原有的味道和口感，只用酱油调调鲜，不油也不过咸。唯一缺点就是粤式风格在北京太贵，都是简单食材，价格都是起飞🛫  [组图共6张] 原图 ,2023-10-11 19:11,965,19,219
